pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	0.00100502512562814	0.0462865497076023	0.550758970568699	2.05431253150466	0	83	RPL3, EEF1A1, RPL12, RPL36A, RPL15, RPS8, RPS6, RPL35, RPL10A, RPS17, RPL31, RPL36, RPS18, RPS19, RPL28, RPS9, RPL34, RPL26, RPL35A, RPL37, RPL17, RPL11, RPL19, RPL24, RPL29, RPL32, RPS27A, RPS16, RPS5, RPS2, RPL7, RPL13, RPS27, RPL9, RPLP2, RPL23, RPS7, RPS21, RPL41, RPL14, RPS4X, RPL4, RPL18A, RPS12, RPL7A, RPL5, RPL13A, FAU, RPS13, RPLP0, RPS11, RPS25, RPS15, RPL23A, RPS14, RPS10, EEF2, RPS24, RPS3, RPL27A, RPL22, RPL27, RPL30, RPS23, UBA52, RPS3A, RPL6
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	0.00100200400801603	0.0462865497076023	0.52507817349176	1.99199845393959	0	102	RPL3, PABPC1, RPL12, RPL36A, RPL15, RPS8, RPS6, RPL35, RPL10A, RPS17, RPL31, EIF4A3, RPL36, RPS18, RPS19, RPL28, RPS9, RPL34, RPL26, RPL35A, RPL37, RPL17, RPL11, MAGOH, RPL19, RPL24, RPL29, RPL32, RPS27A, RPS16, RPS5, RPS2, RPL7, RPL13, RPS27, CASC3, RPL9, RPLP2, RPL23, RPS7, RPS21, RPL41, RPL14, RPS4X, NCBP1, RPL4, RPL18A, SMG1, RPS12, RPL7A, RPL5, RBM8A, RPL13A, FAU, RPS13, RNPS1, RPLP0, RPS11, RPS25, RPS15, RPL23A, RPS14, RPS10, UPF1, RPS24, RPS3, RPL27A, RPL22, PPP2R1A, RPL27, RPL30, NCBP2, RPS23, UBA52, RPS3A, RPL6, RPL36AL, UPF3A, RPS20, RPL37A, RPL26L1, DCP1A
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	0.00100200400801603	0.0462865497076023	0.529532203283357	1.98863311828544	0	90	RPL3, RPL12, RPL36A, RPL15, RPS8, RPS6, RPL35, RPL10A, RPS17, RPL31, RPL36, RPS18, RPS19, RPL28, RPS9, RPL34, RPL26, RPL35A, RPL37, RPL17, RPL11, RPL19, RPL24, RPL29, RPL32, RPS27A, RPS16, RPS5, RPS2, RPL7, RPL13, RPS27, RPL9, RPLP2, RPL23, RPS7, RPS21, RPL41, RPL14, RPS4X, RPL4, RPL18A, RPS12, RPL7A, RPL5, CEBPB, RPL13A, FAU, RPS13, RPLP0, RPS11, RPS25, RPS15, RPL23A, RPS14, RPS10, ASNS, RPS24, RPS3, RPL27A, RPL22, DDIT3, RPL27, RPL30, RPS23, UBA52, EIF2S3, RPS3A, RPL6, ATF2, RPL36AL, RPS20, IMPACT, RPL37A, RPL26L1
REACTOME_SELENOAMINO_ACID_METABOLISM	0.00100401606425703	0.0462865497076023	0.525473213397958	1.9803118788241	0	94	RPL3, RPL12, NNMT, RPL36A, RPL15, RPS8, RPS6, RPL35, RPL10A, RPS17, RPL31, RPL36, RPS18, RPS19, RPL28, RPS9, RPL34, RPL26, RPL35A, RPL37, RPL17, RPL11, RPL19, SEPSECS, RPL24, RPL29, RPL32, RPS27A, RPS16, RPS5, RPS2, RPL7, RPL13, PAPSS2, RPS27, RPL9, RPLP2, RPL23, RPS7, RPS21, RPL41, RPL14, RPS4X, RPL4, RPL18A, RPS12, RPL7A, RPL5, HNMT, EEF1E1, RPL13A, FAU, RPS13, RPLP0, RPS11, RPS25, RPS15, RPL23A, RPS14, RPS10, RPS24, RPS3, PAPSS1, RPL27A, RPL22, RPL27, RPL30, RPS23, UBA52, RPS3A, RPL6, CTH
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.00100200400801603	0.0462865497076023	0.505881552809239	1.91747855328643	0	100	RPL3, RPL12, RPL36A, RPL15, RPS8, RPS6, RPL35, RPL10A, RPS17, RPL31, SEC61B, RPL36, RPS18, RPS19, RPL28, RPS9, RPL34, RPL26, RPL35A, RPL37, RPL17, RPL11, RPL19, RPL24, RPL29, RPL32, DDOST, RPS27A, RPS16, RPS5, RPS2, RPL7, RPL13, RPS27, RPL9, RPLP2, SEC11C, RPL23, RPS7, RPS21, RPL41, SSR1, SSR4, RPL14, RPS4X, RPL4, RPL18A, RPS12, RPL7A, RPL5, RPL13A, FAU, TRAM1, RPS13, SPCS3, RPLP0, RPS11, RPS25, RPS15, RPL23A, RPS14, RPS10, SRP72, RPS24, RPS3, RPL27A, RPL22, RPL27, RPL30, RPS23, UBA52, RPS3A, RPL6, SPCS2, RPL36AL, RPS20, RPL37A, SRP19, RPL26L1
REACTOME_RRNA_PROCESSING	0.000999000999000999	0.0462865497076023	0.486594769895964	1.90342665349847	0	175	RPL3, RPL12, WDR75, ERI1, RPL36A, RPL15, RPS8, RPS6, RPL35, RPL10A, RPS17, RPL31, EXOSC9, CSNK1E, RPL36, RPS18, PDCD11, NOP56, NAT10, RPS19, RPL28, RPS9, NOP58, RPL34, RPL26, RPL35A, RPL37, EXOSC10, RPL17, TBL3, RBM28, RPL11, TEX10, DIS3, RPL19, RPL24, RPL29, RPL32, RPS27A, NOB1, RPS16, RPS5, RPS2, EXOSC8, RPL7, EXOSC5, RPL13, PES1, RPS27, RPL9, RPLP2, RPL23, RPS7, RPS21, NIP7, EXOSC4, RPL41, RRP7A, RPL14, RPS4X, RPL4, HEATR1, EMG1, NOL12, BYSL, EXOSC1, RRP1, RPL18A, RCL1, RPS12, RPL7A, RPL5, DIMT1, NOP2, DCAF13, WDR43, RPL13A, FAU, RPS13, TRMT112, DDX21, RPLP0, GNL3, RPS11, RPS25, NHP2, RPS15, RPL23A, UTP18, RIOK3, NOL9, RPS14, RPS10, NOP14, XRN2, PNO1, HSD17B10, UTP3, NOL6, EXOSC3, RPS24, RPS3, RPL27A, RPL22, UTP20, ISG20L2, RPL27, RIOK1, RPL30, RPS23, UBA52, RPP38, RPS3A, RPL6, NCL, NSUN4, WDR3, WDR36, RPL36AL, NOC4L, LTV1, UTP4, DDX49, EXOSC6, RPP40, RPS20
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.0010482180293501	0.0462865497076023	0.585804172105308	1.89381010646976	0	28	TNFRSF10B, TP53, BNIP3L, PERP, NDRG1, BAX, CASP2, TP53INP1, PRELID1, PIDD1, BBC3, FAS, CASP10
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	0.001001001001001	0.0462865497076023	0.49496750604129	1.8822133567961	0	109	RPL3, PABPC1, RPL12, EIF3D, RPL36A, RPL15, RPS8, RPS6, RPL35, RPL10A, RPS17, RPL31, RPL36, RPS18, RPS19, RPL28, RPS9, EIF3M, RPL34, RPL26, RPL35A, RPL37, RPL17, RPL11, RPL19, EIF3G, RPL24, RPL29, RPL32, RPS27A, RPS16, RPS5, RPS2, RPL7, RPL13, RPS27, RPL9, RPLP2, RPL23, RPS7, RPS21, RPL41, RPL14, RPS4X, RPL4, EIF3E, RPL18A, RPS12, RPL7A, RPL5, EIF3I, RPL13A, FAU, EIF4H, EIF3H, RPS13, RPLP0, RPS11, EIF2B1, RPS25, RPS15, RPL23A, RPS14, RPS10, RPS24, RPS3, RPL27A, RPL22, RPL27, RPL30, EIF2B4, EIF3B, RPS23, UBA52, EIF2S3, RPS3A, RPL6
REACTOME_DAP12_INTERACTIONS	0.00111731843575419	0.0465451337841811	0.666329562306424	1.87563276901163	0	14	PLCG2, NRAS, FYN, B2M, KRAS, LCP2, VAV2, SHC1
REACTOME_DAP12_SIGNALING	0.00111731843575419	0.0465451337841811	0.666329562306424	1.87563276901163	0	14	PLCG2, NRAS, FYN, B2M, KRAS, LCP2, VAV2, SHC1
