pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.00201207243460765	0.024043914167763	0.612523877023993	2.4362950397417	0	43	COL4A6, COL27A1, SERPINH1, COL16A1, COL11A2, COL6A1, COL5A1, COL18A1, COL7A1, P3H3, PCOLCE, COL6A2, P3H1, COL4A5, COL1A1, COL14A1, COLGALT2, COL1A2, COL3A1, PLOD2, ADAMTS2, COL21A1, COL15A1, COL5A3
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.00206611570247934	0.024043914167763	0.592265771667905	2.36316942099724	0	45	IRF3, STAT2, XAF1, IFITM1, HLA-F, ADAR, MX2, BST2, HLA-B, IRF1, IFITM2, MX1, HLA-A, IP6K2, SOCS3, IFI35, PSMB8, IFITM3, IFI27, OAS3, HLA-H, OAS2, IFIT1, ISG15, HLA-C, RNASEL, EGR1, HLA-E, IRF9, IRF7
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	0.00199600798403194	0.024043914167763	0.667994952239807	2.35926419177262	0	26	COL4A6, COL27A1, COL16A1, COL11A2, COL6A1, COL5A1, COL18A1, COL7A1, COL6A2, COL4A5, COL1A1, COL14A1, COL1A2, COL3A1, COL21A1, COL15A1, COL5A3
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	0.00201612903225806	0.024043914167763	0.672416580409279	2.22106147051741	0	21	ADAMTSL4, ADAMTS9, ADAMTS1, ADAMTS4, ADAMTS13, POFUT2, THBS2, SPON2, ADAMTSL2, ADAMTS10, ADAMTS2, ADAMTS17, SEMA5A, THSD4, THBS1
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.00212765957446809	0.024043914167763	0.511040468518517	2.13892596703476	0	55	COL4A6, ITGA3, COL16A1, COL6A1, COL5A1, COL18A1, COL7A1, VCAM1, COL6A2, CD47, COL4A5, CD44, ITGA5, COL1A1, LUM, ITGB6, TNC, COL1A2, COMP, ITGA8, FN1, JAM2, COL3A1, JAM3, AGRN, COL5A3, THBS1, F11R, ICAM2
REACTOME_ECM_PROTEOGLYCANS	0.00213219616204691	0.024043914167763	0.515363547080369	2.12501202929863	0	52	COL4A6, PTPRS, ASPN, COL6A1, BGN, COL5A1, LAMA3, COL6A2, LAMA4, COL4A5, LAMA5, COL1A1, LUM, VCAN, ITGB6, TNC, COL1A2, COMP, TNXB, ITGA8, FN1, COL3A1, FMOD, AGRN, COL5A3
REACTOME_COLLAGEN_FORMATION	0.00212765957446809	0.024043914167763	0.49589916111336	2.11337787891779	0	60	COL4A6, COL27A1, SERPINH1, COL16A1, COL11A2, COL6A1, COL5A1, COL18A1, COL7A1, P3H3, PCOLCE, LAMA3, COL6A2, P3H1, COL4A5, COL1A1, ITGB4, LAMB3, COL14A1, COLGALT2, COL1A2, COL3A1, PLOD2, ADAMTS2, COL21A1, COL15A1, COL5A3, PXDN, LOXL2, LOXL4
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.00204081632653061	0.024043914167763	0.578939293434632	2.11010040600195	0	31	NPDC1, CD81, MICA, IFITM1, HLA-F, NECTIN2, HLA-B, VCAM1, HLA-A, PILRB, COL1A1, B2M, COL1A2, COL3A1, HLA-C
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.00225733634311512	0.024251113415899	0.402237622488776	2.10113052648549	0	184	COL4A6, COL27A1, ADAMTS9, SERPINH1, MFAP4, ACTN1, ADAMTS1, PTPRS, ADAMTS4, ITGA3, ASPN, COL16A1, COL11A2, COL6A1, BGN, COL5A1, COL18A1, FBLN1, COL7A1, P3H3, VCAM1, PCOLCE, LAMA3, HTRA1, COL6A2, CD47, P3H1, LAMA4, COL4A5, CD44, TIMP2, BMP2, ITGA5, FGF2, LAMA5, COL1A1, ITGB4, LUM, NTN4, VCAN, LAMB3, EFEMP2, ADAM15, LTBP4, COL14A1, ADAM19, COLGALT2, ITGB6, CAPN3, TNC, LTBP3, DDR2, COL1A2, CAPN5, CAPN15, COMP, TNXB, EMILIN1, ITGA8, FN1, PHYKPL, FBLN2, JAM2, COL3A1, EFEMP1, JAM3, PLOD2, ADAMTS2, COL21A1, FMOD, COL15A1, DMD, A2M, AGRN, COL5A3, PXDN, LOXL2, LOXL4, MMP15, ELN, THBS1, LRP4, TIMP1, F11R, ICAM2, FBLN5
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.00205338809034908	0.024043914167763	0.558309688077527	2.09655741744294	0	34	ACTG2, MYL9, MYH11, ACTA2, LMOD1, MYLK, TPM4, MYL6, ANXA6, CALD1, CAV3, ANXA1, PAK1, MYLPF
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.00198807157057654	0.024043914167763	0.675766996153303	2.08994918693713	0	16	PLCG2, VASP, HLA-DPA1, HLA-DPB1, PLCG1, HLA-DRA, HLA-DRB1, PAK1, HLA-DQA1, HLA-DQB1, LCP2, NCK1, HLA-DRB5, EVL
REACTOME_MUSCLE_CONTRACTION	0.00221729490022173	0.024251113415899	0.415761233101053	2.07394705382298	0	127	ACTG2, MYL9, MYH11, ACTA2, KCNIP2, CACNA1C, LMOD1, MYH8, MYLK, TPM4, MYL6, ANXA6, RYR3, SCN2B, CALD1, CLIC2, CAV3, KCND3, SLN, VIM, NPR1, TCAP, ITPR3, TNNT1, CAMK2A, ANXA1, MYL1, FXYD1, SRI, TMOD2, ATP1B2, PAK1, MYLPF, MYL2, ATP2B4, TNNC2, ITPR1, TNNI1, WWTR1, ATP2B2, TNNC1, CACNA2D2, SCN4B, DMD, CASQ1, AKAP9, PLN, TPM1, MYBPC1, TNNI2, NPR2, SLC8A3, SORBS3, CASQ2, ACTA1, CAMK2B, ACTN2, TPM2, NOS1
REACTOME_LAMININ_INTERACTIONS	0.00198807157057654	0.024043914167763	0.559255435513171	1.99435371431502	0	27	COL4A6, ITGA3, COL18A1, COL7A1, LAMA3, LAMA4, COL4A5, LAMA5, ITGB4, LAMB3
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.00198807157057654	0.024043914167763	0.635949940694268	1.96680670860284	0	16	ACTB, ACTG1, NECTIN2, CDH6, CTNND1, CDH11, CDH13
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.00205338809034908	0.024043914167763	0.4927523445766	1.93818264154224	0	42	COL4A6, COL27A1, COL11A2, COL6A1, COL5A1, COL18A1, COL7A1, PCOLCE, LAMA3, COL6A2, COL4A5, COL1A1, ITGB4, LAMB3, COL14A1, COL1A2, COL3A1, COL15A1, COL5A3, PXDN, LOXL2, LOXL4
REACTOME_GPCR_LIGAND_BINDING	0.00223214285714286	0.024251113415899	0.424414644456592	1.93445628694915	0	83	GABBR1, ACKR1, SMO, CXCR6, EDNRA, WNT11, GPR4, AVPR1A, RAMP3, GNB1, FZD3, PTGIR, ADRA2B, CXCL12, ANXA1, GNAS, WNT5A, PTCH2, GNB4, ADRB2, RAMP1, ACKR3, GNG11, APLN, CNR1, FZD6, WNT2B, OPN4, CX3CL1, LPAR6, GNG10, S1PR1, P2RY1, RAMP2, PTGER4, HEBP1, PTCH1, APLNR, AGT, XK
REACTOME_INTERFERON_GAMMA_SIGNALING	0.00211864406779661	0.024043914167763	0.451614228570486	1.933080109115	0	61	IRF3, TRIM22, GBP1, HLA-F, HLA-B, PML, VCAM1, IRF1, HLA-A, SOCS3, CD44, HLA-DPA1, TRIM38, CAMK2A, CIITA, HLA-DPB1, IFNGR2, TRIM21, B2M, OAS3, HLA-H, OAS2, HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DQB1, HLA-C, TRIM2, HLA-E, IRF9, IRF7, TRIM25, CAMK2B, HLA-DRB5
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.00393700787401575	0.0401271956390067	0.711750984578147	1.92261686693359	1	11	PLA2G4B, OSBPL10, LPCAT4, PLA2R1
REACTOME_ANCHORING_FIBRIL_FORMATION	0.00584795321637427	0.0562526534270484	0.66021330659781	1.90514067042119	2	13	COL4A6, COL7A1, LAMA3, COL4A5, COL1A1, LAMB3, COL1A2
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	0.00603621730382294	0.0562526534270484	0.625707015307548	1.88638771947799	2	15	CACNA1C, ADCY5, ADCY6, GNAI2, GNB1, GNB4, GNG11, CACNA2D2, GNG10
REACTOME_HSF1_ACTIVATION	0.00397614314115308	0.0402679464613592	0.528466948535466	1.88455928146202	1	27	COL4A6, SERPINH1, HSPA1A, HSPA1B, DNAJB1, HSPB2, HSP90AA1, HSPA1L, PTGES3, HDAC6, HSP90AB1, UBB, RPA2, EEF1A1, HSPH1, HSPB1, DNAJB6, MRPL18, HSBP1
REACTOME_GABA_RECEPTOR_ACTIVATION	0.00405679513184584	0.0408247105040183	0.543023582933909	1.8627855858031	1	24	GABBR1, ADCY5, ADCY4, ARHGEF9, ADCY6, GNAI2, GNB1, GNB4, GNG11, NPTN, ADCY1, GNG10
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.00804828973843058	0.0707004457685339	0.61654614302539	1.85876943080613	3	15	PLA2G4B, LPCAT4, PLA2R1, LPCAT1, PLA2G6, PLA2G4C
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	0.00608519269776876	0.0562526534270484	0.538286768962667	1.84653644107795	2	24	MLKL, FLOT2, CDC37, FAS, SDCBP, BIRC3, TNFRSF10B, PELI1, TRAF2, HSP90AA1, OGT
