pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.00131233595800525	0.0499011392524244	0.520987170079789	2.48323279783864	0	184	P3H1, VCAM1, COL7A1, ACTN1, VCAN, CTSK, ADAMTS9, HTRA1, MMP2, LAMA3, ADAMTS1, LAMA5, CAPN15, ADAMTS4, SERPINH1, TIMP2, P3H3, ITGA5, ADAM15, ITGA3, MFAP4, COL4A6, LOXL4, CD44, ITGB4, COL27A1, COL1A1, JAM3, COL18A1, EMILIN1, PTPRS, PCOLCE, CD47, TGFB1, FBLN5, TIMP1, BGN, FBLN1, EFEMP1, BMP1, PPIB, COL6A1, ADAMTS2, FGF2, A2M, COL6A2, COL16A1, MMP14, F11R, COLGALT1, LUM, COL5A1, ELN, PXDN, COL6A3, SERPINE1, THBS1, PHYKPL, PECAM1, LRP4, LOX, ITGA9, LAMA4, CAPN10, TNC, CAPN5, CAPN2, COL12A1, LTBP2, DDR2, ASPN, COL4A5, COL1A2, ITGAM, PLOD3, COL14A1, LOXL2, COMP, FMOD, LTBP3, MUSK, COL3A1, PLOD2, ITGA10, COL5A2, SDC2, COL4A2, JAM2, APP, LTBP1, BMP2, DCN, FN1, ICAM2, TNXB, AGRN, ICAM1, FBLN2, COL8A1, CRTAP, VWF
REACTOME_COMPLEMENT_CASCADE	0.00169779286926995	0.0499011392524244	0.770359808899487	2.38945694643979	0	21	C7, CD81, CFD, SERPING1, CFB, CFI, C1R, C1S, CLU, PROS1, C3, CFH, C8G
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.00148367952522255	0.0499011392524244	0.631768944227794	2.38080373704573	0	45	IRF3, STAT2, IFITM2, IFITM1, IFITM3, HLA-A, PSMB8, HLA-F, HLA-B, ADAR, MX2, IFI35, HLA-H, HLA-E, IP6K2, BST2, XAF1, HLA-C, IRF1, SOCS3, IRF9, TYK2, EGR1, MX1, GBP2, IRF7, IFI27, RNASEL, IFIT5, OAS2
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.00148148148148148	0.0499011392524244	0.621767035433103	2.33078066469485	0	43	P3H1, COL7A1, SERPINH1, P3H3, COL4A6, COL27A1, COL1A1, COL18A1, PCOLCE, BMP1, PPIB, COL6A1, ADAMTS2, COL6A2, COL16A1, COLGALT1, COL5A1, COL6A3, COL12A1, COL4A5, COL1A2, PLOD3, COL14A1, COL3A1, PLOD2, COL5A2, COL4A2
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.0015220700152207	0.0499011392524244	0.592036180480887	2.31261024746333	0	55	VCAM1, COL7A1, ITGA5, ITGA3, COL4A6, CD44, COL1A1, JAM3, COL18A1, CD47, COL6A1, COL6A2, COL16A1, F11R, LUM, COL5A1, COL6A3, THBS1, PECAM1, ITGA9, TNC, COL4A5, COL1A2, ITGAM, COMP, COL3A1, ITGA10, COL5A2, COL4A2, JAM2, FN1, ICAM2, AGRN, ICAM1, COL8A1, VWF
REACTOME_COLLAGEN_FORMATION	0.00151515151515152	0.0499011392524244	0.576683250212034	2.29913082414566	0	60	P3H1, COL7A1, LAMA3, SERPINH1, P3H3, COL4A6, LOXL4, ITGB4, COL27A1, COL1A1, COL18A1, PCOLCE, BMP1, PPIB, COL6A1, ADAMTS2, COL6A2, COL16A1, COLGALT1, COL5A1, PXDN, COL6A3, LOX, COL12A1, COL4A5, COL1A2, PLOD3, COL14A1, LOXL2, COL3A1, PLOD2, COL5A2, COL4A2
REACTOME_ECM_PROTEOGLYCANS	0.00149700598802395	0.0499011392524244	0.574682879201732	2.22987020665217	0	52	VCAN, LAMA3, LAMA5, COL4A6, COL1A1, PTPRS, TGFB1, BGN, COL6A1, COL6A2, LUM, COL5A1, COL6A3, SERPINE1, LRP4, ITGA9, LAMA4, TNC, ASPN, COL4A5, COL1A2, COMP, FMOD, MUSK, COL3A1, COL5A2, COL4A2, APP, DCN, FN1, TNXB, AGRN
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	0.00169779286926995	0.0499011392524244	0.713053169951181	2.21170656936889	0	21	THBS2, POFUT2, ADAMTS9, ADAMTS1, ADAMTS4, ADAMTS13, ADAMTS17, ADAMTS2, ADAMTS10, THBS1, ADAMTSL4, SPON2
REACTOME_INTERFERON_GAMMA_SIGNALING	0.00150829562594268	0.0499011392524244	0.55170563937516	2.20786827324749	0	61	IRF3, VCAM1, TRIM22, PML, HLA-A, HLA-F, HLA-B, HLA-DPA1, CD44, HLA-DRA, HLA-DPB1, CIITA, HLA-DQA1, GBP1, HLA-DRB1, B2M, TRIM38, HLA-H, HLA-E, HLA-C, TRIM21, IRF1, SOCS3, HLA-DQB1, IRF9, SP100
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.00148588410104012	0.0499011392524244	0.534719184592565	2.1977509959828	0	73	COL7A1, CTSK, ADAMTS9, HTRA1, MMP2, LAMA3, ADAMTS1, LAMA5, CAPN15, ADAMTS4, TIMP2, ADAM15, COL4A6, CD44, COL1A1, COL18A1, TIMP1, BMP1, COL6A1, A2M, COL6A2, COL16A1, MMP14, COL5A1, ELN, COL6A3, PHYKPL, CAPN10, CAPN5, CAPN2, COL12A1, COL4A5, COL1A2, COL14A1, COL3A1, COL5A2, COL4A2, DCN, FN1
