Genes	BaseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	485.75148504702	3.24524200319053e-07	4.59816945331801e-06	0.0705768248894956	0.943734555466693	0.974177605643038
MTND2P28	485.75148504702	2.0569605495336e-06	2.4709406848869e-06	0.83246051275721	0.405149057849948	0.617369992914207
MTCO1P12	485.75148504702	2.02440008803119e-06	2.47836938158104e-06	0.816827428177697	0.414027055351768	0.822960738784629
MTCO2P12	485.75148504702	1.46123666526368e-05	1.78164320050361e-05	0.820162344991769	0.412123564881372	0.64825591416786
MTATP6P1	485.75148504702	1.80477833396233e-06	1.46414414061305e-06	1.23265072331379	0.217706103839231	0.316663423766154
MTCO3P12	485.75148504702	1.88654320851168e-05	1.5031958877712e-05	1.25502153369304	0.209470942961058	0.478790726768132
LINC01128	485.75148504702	2.06420116645407e-05	4.66554473543674e-05	0.442435188923517	0.658174319922103	0.864237537227576
NOC2L	NA	NA	NA	NA	NA	NA
KLHL17	485.75148504702	-0.00278563480017486	0.000652377589325869	-4.26997316546907	1.95496487334027e-05	3.67993387922874e-05
PERM1	485.75148504702	-1.43148881483553e-06	7.06738920468701e-06	-0.202548462151509	0.839487976119491	0.904940836619872
HES4	485.75148504702	-0.000660920242789308	0.000387975357698852	-1.70351087942631	0.0884725037781106	0.176945007556221
ISG15	485.75148504702	-0.000185373714347424	0.000205852525611812	-0.900517075496046	0.367845142398872	0.676941355288786
AGRN	485.75148504702	-0.000285152432986796	0.000207789543557733	-1.37231367904501	0.169965809087666	0.271945294540266
C1orf159	485.75148504702	-0.00252689975383292	0.000702075258791973	-3.59918644360268	0.000319214273096138	0.00051074283695382
SDF4	485.75148504702	-2.02153450910305e-05	4.55721048206122e-05	-0.443590331642682	0.657338797126473	0.779068204001746
B3GALT6	485.75148504702	1.85466412927191e-05	0.000197661172131475	0.0938304730905004	0.925243824440105	0.986926746069445
UBE2J2	485.75148504702	-2.18400943995051e-05	9.44327730372646e-05	-0.231276639423547	0.817099893794993	0.871573220047993
SCNN1D	485.75148504702	-0.00289293654808699	0.000404631827727636	-7.14955262993861	8.706116488805e-13	3.482446595522e-12
ACAP3	485.75148504702	-0.0001536679422993	5.47334216664119e-05	-2.80757054137548	0.00499167459751736	0.00998334919503473
PUSL1	NA	NA	NA	NA	NA	NA
INTS11	NA	NA	NA	NA	NA	NA
CPTP	485.75148504702	-5.79292766720112e-05	5.0451151798836e-05	-1.14822505743759	0.250875667598614	0.276828322867436
DVL1	485.75148504702	-1.71440166589506e-05	1.4275768268018e-05	-1.20091727023605	0.229783294306638	0.459566588613275
MXRA8	485.75148504702	-0.000231987552459109	5.16751231074184e-05	-4.48934687541761	7.14418807084037e-06	2.28614018266892e-05
AURKAIP1	485.75148504702	-4.2764639617743e-05	3.60470774817496e-05	-1.18635525000312	0.23548203617128	0.450804502082312
CCNL2	485.75148504702	-0.000137250501322242	2.49412971261392e-05	-5.50294159233599	3.73506189025779e-08	7.0307047346029e-08
RP4.758J18.2	485.75148504702	4.02352841147341e-05	0.000426759359657069	0.0942809646801089	0.924885970538258	0.954721001845944
MRPL20	NA	NA	NA	NA	NA	NA
VWA1	NA	NA	NA	NA	NA	NA
ATAD3B	485.75148504702	-0.00111594820148196	0.000227486380895352	-4.90556048713667	9.31609247532757e-07	1.65619421783601e-06
ATAD3A	485.75148504702	5.82568423568426e-05	0.000104453514008574	0.557729846714978	0.577028873481626	0.684286577740541
SSU72	485.75148504702	-6.17021810054446e-06	2.23557938771573e-05	-0.276000849464311	0.78254741378839	0.828294564921955
RP11.345P4.9	485.75148504702	0.000120775965370386	0.000180481842183401	0.669186240063181	0.503376682602883	0.619540532434317
MIB2	NA	NA	NA	NA	NA	NA
CDK11B	485.75148504702	3.19604366230399e-05	3.77128003150247e-05	0.847469197621662	0.396733648858585	0.488287567825951
SLC35E2B	485.75148504702	-0.000150164396926696	6.77942410656073e-05	-2.21500225633289	0.0267599096512132	0.0570878072559215
CDK11A	485.75148504702	-0.000121829778981314	0.000125872790774569	-0.967880176737353	0.333104215574055	0.392280970185798
RP1.283E3.4	485.75148504702	-0.0011584335365029	0.000602063200465435	-1.92410619949426	0.0543412731725936	0.217365092690375
NADK	485.75148504702	-0.000284228335548063	9.70150951513222e-05	-2.92973310086157	0.00339253256382833	0.00542805210212533
GNB1	485.75148504702	-0.000108073494741213	4.63557643460574e-05	-2.33139278935016	0.0197326574023561	0.0315722518437698
