Genes	BaseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	625.580744220283	-6.1661254999552e-06	4.66904241837858e-06	-1.32064028283052	0.186621334470861	0.331771261281531
MTND2P28	625.580744220283	-3.17555985269034e-06	2.51105664916059e-06	-1.26463090896491	0.206003667675511	0.346953545558756
MTCO1P12	625.580744220283	-1.0805527367777e-06	2.52029764682715e-06	-0.428740128428095	0.668112354089079	0.93468564127206
MTCO2P12	625.580744220283	3.44766739549892e-05	1.80845746597921e-05	1.90641331651786	0.0565966023645059	0.258727325094884
MTATP6P1	625.580744220283	-3.39220734759203e-06	1.48467202719637e-06	-2.28481933077018	0.0223234236954168	0.0446468473908335
MTCO3P12	625.580744220283	3.03370667790946e-07	1.53105485226799e-05	0.019814487204136	0.984191361034937	0.999999989912813
LINC01128	625.580744220283	1.02083172057664e-05	4.7420183150741e-05	0.215273677314064	0.829553950972113	0.923638787265884
NOC2L	NA	NA	NA	NA	NA	NA
KLHL17	625.580744220283	-0.00133761060719197	0.000667760905318602	-2.00312806056499	0.0451635447958826	0.0602180597278435
PERM1	625.580744220283	-5.5700520052953e-06	7.17904800317923e-06	-0.775876133274023	0.437822125828855	0.560412321060934
HES4	625.580744220283	0.00056224893733954	0.000394449886816565	1.42540017409362	0.154041557776035	0.234729992801577
ISG15	625.580744220283	2.57228939877719e-05	0.000209104142296925	0.123014750952402	0.902095417115471	0.931195269280486
AGRN	625.580744220283	0.000111779781137059	0.000211409276235833	0.528736407064586	0.596988317751091	0.668571602228008
C1orf159	625.580744220283	-9.60975145400878e-05	0.000717926423769873	-0.133854266061798	0.893517815139895	0.932747874744009
SDF4	625.580744220283	5.42124363829026e-06	4.63196541069813e-05	0.117039812641286	0.906828504342831	0.999999908035575
B3GALT6	625.580744220283	0.000175997854268045	0.000200774521043442	0.876594566648049	0.380706891408556	0.468562327887454
UBE2J2	625.580744220283	-6.39982560783839e-05	9.59511862245752e-05	-0.666987648579925	0.504780022973492	0.59825780500562
SCNN1D	625.580744220283	-0.000442675971630396	0.000417162106614561	-1.06116055272347	0.288616943067579	0.355220853006251
ACAP3	625.580744220283	-7.95213071602188e-05	5.57640902097485e-05	-1.4260307459713	0.153859467328525	0.214065345848382
PUSL1	NA	NA	NA	NA	NA	NA
INTS11	NA	NA	NA	NA	NA	NA
CPTP	625.580744220283	-0.000129125216108634	5.11108320387091e-05	-2.52637671816496	0.0115245828498053	0.0167630295997167
DVL1	625.580744220283	-1.9992744650633e-05	1.45038213597175e-05	-1.37844669723804	0.168065414187238	0.384149518142259
MXRA8	625.580744220283	-4.87153882550178e-05	5.29632413788605e-05	-0.919796201794815	0.357679268571112	0.47690569142815
AURKAIP1	625.580744220283	-7.28232949979462e-05	3.65737319143375e-05	-1.9911365667718	0.0464658753087123	0.148690800987879
CCNL2	625.580744220283	3.82185113703196e-06	2.56863657819569e-05	0.148789095720056	0.881720055214673	0.910162637640953
RP4.758J18.2	625.580744220283	0.000286651773783095	0.000433545975799823	0.661179643645103	0.508497114238183	0.602663246504513
MRPL20	NA	NA	NA	NA	NA	NA
VWA1	NA	NA	NA	NA	NA	NA
ATAD3B	625.580744220283	-0.000330904303993746	0.000233087616672297	-1.41965630228642	0.15570776558965	0.177951732102457
ATAD3A	625.580744220283	9.88035816406865e-05	0.00010611717669419	0.931080007202043	0.351812179620203	0.469082906160271
SSU72	625.580744220283	-5.6854910099055e-06	2.27211632142089e-05	-0.250228870604214	0.802410359768144	0.828294564921955
RP11.345P4.9	625.580744220283	-0.000362136678123029	0.000183085291493975	-1.97796707298547	0.0479324213391869	0.0730398801359038
MIB2	NA	NA	NA	NA	NA	NA
CDK11B	625.580744220283	2.82944119401039e-05	3.8336899188883e-05	0.738046439298584	0.460486229564233	0.545761457261313
SLC35E2B	625.580744220283	-1.29332337289625e-05	6.90585083943765e-05	-0.18727936686822	0.851441599623695	0.908204372931941
CDK11A	625.580744220283	-6.21859222924279e-05	0.000127978753359454	-0.485908173505695	0.62703227305606	0.691897680613583
RP1.283E3.4	625.580744220283	-0.000307438920832626	0.000612993760483376	-0.501536786590119	0.615993394963799	0.895990392674616
NADK	625.580744220283	-5.82656658351996e-05	9.89570016645834e-05	-0.588797809706202	0.555996915327562	0.635425046088643
GNB1	625.580744220283	-6.16331399479988e-06	4.72496323583187e-05	-0.130441522762764	0.896217116791326	0.957568269954855
CALML6	625.580744220283	-5.65716081035425e-05	5.24687247338057e-05	-1.07819674273679	0.280945965258584	0.428108137536889
TMEM52	625.580744220283	-6.89361058334533e-05	2.31511446901827e-05	-2.97765431282048	0.0029046338572797	0.00714986795638081
FAAP20	625.580744220283	-0.00020643043157595	0.000272610749887487	-0.757235111458916	0.44890901818258	0.513038877922949
SKI	625.580744220283	1.46799659711341e-05	4.45759303175935e-05	0.329324948835451	0.74191008847079	0.831845798572719
RER1	625.580744220283	4.30856612391197e-06	5.57005689877475e-05	0.0773522820720149	0.938343300378564	0.999999907056824
PEX10	625.580744220283	0.000432867075051737	0.000251346527492436	1.72219238264497	0.0850346742720588	0.171885443102962
PANK4	625.580744220283	-1.08654427722559e-05	9.03284102806064e-05	-0.120288209861131	0.904254843464317	0.995875116411729
TNFRSF14	625.580744220283	-7.86064672730872e-05	0.000212547567588912	-0.369830001654594	0.711509159577707	0.734461067951182
MEGF6	625.580744220283	-2.52707103354443e-05	0.000118628067580997	-0.21302471540464	0.83130768499702	0.886728197330155
TPRG1L	625.580744220283	8.10234457155749e-06	5.25677108302021e-05	0.154131584647631	0.877505984889316	0.968282466084763
WRAP73	625.580744220283	6.31670452663897e-05	0.000238460534487256	0.26489517606011	0.791090214580828	0.84382956221955
TP73.AS1	625.580744220283	-2.41136775169607e-05	0.00013260777982085	-0.181842102699689	0.855706642138717	0.883310082207707
