Genes	BaseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	244.968501649423	-1.43789044252994e-06	4.02819409504842e-06	-0.356956593600452	0.721124301142729	0.795723366778184
MTND2P28	244.968501649423	-6.33498992465735e-06	2.15723794729828e-06	-2.9366208454618	0.00331809512198983	0.0117976715448527
MTCO1P12	244.968501649423	-5.4912858172935e-07	2.17303237856394e-06	-0.25270151846161	0.800498874398665	0.999999987037374
MTCO2P12	244.968501649423	-5.7717373813517e-06	1.5632727400759e-05	-0.369208598946813	0.711972246943506	0.876273534699699
MTATP6P1	244.968501649423	-4.6958594471365e-06	1.27613720849348e-06	-3.67974494896212	0.000233467340373977	0.00053363963514052
MTCO3P12	244.968501649423	4.94264722579834e-06	1.32008451750107e-05	0.374418998198298	0.708092610664387	0.93659938137818
LINC01128	244.968501649423	-3.10937329802533e-05	4.08796934086244e-05	-0.760615611018585	0.446886692674683	0.650017007526812
NOC2L	NA	NA	NA	NA	NA	NA
KLHL17	244.968501649423	-0.00263687464690135	0.000568964239721989	-4.63451736121377	3.57771209245711e-06	8.80667591989442e-06
PERM1	244.968501649423	1.18375363350611e-06	6.19172285378802e-06	0.191183239537587	0.84838203433113	0.904940836619872
HES4	244.968501649423	5.38442616741641e-05	0.000340475968599705	0.158144088393705	0.874343260189266	0.932632810868551
ISG15	244.968501649423	-0.000191983637032077	0.00018069287557017	-1.06248592495017	0.2880151443783	0.61443230800704
AGRN	244.968501649423	5.79926062420632e-05	0.000182305935962238	0.318105968058415	0.750404556738876	0.800431527188134
C1orf159	244.968501649423	-7.60310289326708e-05	0.000619163693700663	-0.122796329478305	0.902268380915315	0.932747874744009
SDF4	244.968501649423	-0.000157260248703486	3.95286727418343e-05	-3.97838424099306	6.93851779883944e-05	0.000222032569562862
B3GALT6	244.968501649423	-0.000558824148558798	0.000172217707037905	-3.24487045014367	0.00117504068081173	0.0026858072704268
UBE2J2	244.968501649423	-0.00030473597608053	8.1977097786259e-05	-3.7173306241589	0.000201338881738181	0.000920406316517399
SCNN1D	244.968501649423	0.00139509412618277	0.000356597411027944	3.91223851614965	9.1444528312612e-05	0.000154011837158083
ACAP3	244.968501649423	-0.000161628833937978	4.78181567091179e-05	-3.38007244656418	0.000724667256555446	0.00193244601748119
PUSL1	NA	NA	NA	NA	NA	NA
INTS11	NA	NA	NA	NA	NA	NA
CPTP	244.968501649423	-0.000157554930010928	4.39867724714222e-05	-3.58187066608013	0.000341142680038706	0.000909713813436548
DVL1	244.968501649423	-4.30951713907347e-05	1.24273555889155e-05	-3.46776682154112	0.000524802453760727	0.00279894642005721
MXRA8	244.968501649423	2.57376422567589e-05	4.56754651673959e-05	0.563489439295979	0.57310164933077	0.70535587609941
AURKAIP1	244.968501649423	-3.86233529362759e-05	3.15837915744557e-05	-1.22288525255827	0.221373039410543	0.450804502082312
CCNL2	244.968501649423	-3.50424833430992e-05	2.21434201742764e-05	-1.58252352469956	0.113530106289188	0.134554200046445
RP4.758J18.2	244.968501649423	-0.00100693640468771	0.000372371155810718	-2.70412030839347	0.00684854882236726	0.0136970976447345
MRPL20	NA	NA	NA	NA	NA	NA
VWA1	NA	NA	NA	NA	NA	NA
ATAD3B	244.968501649423	-6.74193263594303e-05	0.000201308564410648	-0.334905405325439	0.73769644448229	0.786876207447776
ATAD3A	244.968501649423	-0.000433088985950022	9.01943040455557e-05	-4.80173321955316	1.57298167034476e-06	8.38923557517205e-06
SSU72	244.968501649423	-8.66370966692595e-05	1.93752869235927e-05	-4.47152586750929	7.76634635560424e-06	4.1420513896556e-05
RP11.345P4.9	244.968501649423	0.000559771605154974	0.000156841445909211	3.56902859387691	0.000358307321551229	0.00114658342896393
MIB2	NA	NA	NA	NA	NA	NA
CDK11B	244.968501649423	-0.000183083882396485	3.24557692453921e-05	-5.64102736287721	1.69038493163093e-08	1.80307726040633e-07
SLC35E2B	244.968501649423	-0.000116457705793644	5.94201621970398e-05	-1.95990218618835	0.0500072240554434	0.0889017316541217
CDK11A	244.968501649423	-0.0004496706158664	0.000109223003163469	-4.11699553063377	3.83843513559806e-05	9.44845571839523e-05
RP1.283E3.4	244.968501649423	-0.000176189889268457	0.000528657511142548	-0.333277945654591	0.738924485511376	0.921551817822547
NADK	244.968501649423	-0.000172535651240664	8.51601690576119e-05	-2.02601348905193	0.0427634023624251	0.0594969076346784
GNB1	244.968501649423	-9.02153444093128e-05	4.06423861011735e-05	-2.21973543051174	0.0264367322701979	0.0384534287566515
