Genes	BaseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	172.26607383124	-1.2481562187751e-05	4.1409065300819e-06	-3.01421007624245	0.00257649333401716	0.0184201585532027
MTND2P28	172.26607383124	-6.13242073499508e-06	2.22909188470161e-06	-2.75108477002777	0.00593982702337243	0.0172554869474685
MTCO1P12	172.26607383124	-3.65552520107976e-06	2.24213079662609e-06	-1.63037999682289	0.103021209649492	0.608117807011452
MTCO2P12	172.26607383124	-9.08139292540309e-06	1.61235888967573e-05	-0.563236447142951	0.573273887498513	0.733790575998097
MTATP6P1	172.26607383124	-6.61611655002195e-06	1.30346626237442e-06	-5.07578657077776	3.85896265301046e-07	1.37207560995927e-06
MTCO3P12	172.26607383124	-6.4514175845816e-06	1.36345454975313e-05	-0.473167043650244	0.636094008135935	0.885000359145649
LINC01128	172.26607383124	-7.49618175290741e-05	4.20813967171092e-05	-1.78135288695388	0.0748548196793221	0.220657719887733
NOC2L	NA	NA	NA	NA	NA	NA
KLHL17	172.26607383124	0.00287351538133816	0.000584588421820765	4.91545038197691	8.85785837359278e-07	2.57683152686335e-06
PERM1	172.26607383124	-3.07790458738242e-05	6.28053787306852e-06	-4.90070221625561	9.54947084027243e-07	2.77802788080652e-06
HES4	172.26607383124	0.00152196185610635	0.000346822257286334	4.38830502982924	1.14237480567752e-05	9.13899844542015e-05
ISG15	172.26607383124	5.86226270129903e-05	0.000185763355380892	0.315576917163181	0.752323660430687	0.859798469063643
AGRN	172.26607383124	0.00113742822953652	0.000183240176543937	6.20730808597418	5.38998684905838e-10	4.3119894792467e-09
C1orf159	172.26607383124	0.00486810505070164	0.000601187941729221	8.09747620136777	5.61110764289719e-16	5.98518148575701e-15
SDF4	172.26607383124	0.000125081222534992	4.0915485164626e-05	3.05706316402506	0.00223517170342335	0.00476836630063647
B3GALT6	172.26607383124	0.000626002492374317	0.000177292614320281	3.53090000265571	0.000414148286688451	0.0011043954311692
UBE2J2	172.26607383124	5.86145036473305e-05	8.52428427221239e-05	0.687617889966469	0.491693439331096	0.59825780500562
SCNN1D	172.26607383124	0.00325240684527873	0.000339967516779366	9.56681648908679	1.10248160704783e-21	1.76397057127653e-20
ACAP3	172.26607383124	0.000243181121442586	4.8519124613762e-05	5.01206737298821	5.38483422955528e-07	2.46163850493956e-06
PUSL1	NA	NA	NA	NA	NA	NA
INTS11	NA	NA	NA	NA	NA	NA
CPTP	172.26607383124	-0.00021959215489736	4.48825426993997e-05	-4.89259613404873	9.95144801306434e-07	4.54923337740084e-06
DVL1	172.26607383124	-5.40493781364395e-05	1.27542055191333e-05	-4.23776910724523	2.25751753626567e-05	0.000361202805802508
MXRA8	172.26607383124	0.000344037178877807	4.45760306108134e-05	7.71798597056663	1.18182205149362e-14	1.26061018825986e-13
AURKAIP1	172.26607383124	-6.95802901688054e-05	3.24889476778107e-05	-2.14166032272961	0.0322208257386512	0.114562935959649
CCNL2	172.26607383124	0.000211491720944548	2.07949535395638e-05	10.1703387094456	2.68971712596192e-24	2.86903160102605e-23
RP4.758J18.2	172.26607383124	0.00186451284800177	0.000379408953510784	4.9142563209141	8.91200924662915e-07	7.12960739730332e-06
MRPL20	NA	NA	NA	NA	NA	NA
VWA1	NA	NA	NA	NA	NA	NA
ATAD3B	172.26607383124	0.00174609138754724	0.000191718834434486	9.10756312856635	8.42530681025372e-20	5.39219635856238e-19
ATAD3A	172.26607383124	5.17019981775269e-05	9.43214341144543e-05	0.548146862512599	0.583591065036811	0.684286577740541
SSU72	172.26607383124	-2.95586645438547e-05	2.01633163535209e-05	-1.46596244514575	0.142658518252763	0.216525167963204
RP11.345P4.9	172.26607383124	-0.000379106235084897	0.000162551589331311	-2.33222102991688	0.0196890664029245	0.034390703814768
MIB2	NA	NA	NA	NA	NA	NA
CDK11B	172.26607383124	-1.10185020200365e-05	3.406048507579e-05	-0.323498094508009	0.74631805038179	0.79607258707391
SLC35E2B	172.26607383124	0.000253015327472564	6.06450667062236e-05	4.17206775776534	3.0184783977631e-05	0.000160985514547365
CDK11A	172.26607383124	0.00034588452893766	0.000112967044230836	3.06181799561721	0.00219997175035252	0.00414112329478122
RP1.283E3.4	172.26607383124	0.000906222255912518	0.000543761668805279	1.66657987846701	0.0955979726780359	0.278103193245195
NADK	172.26607383124	0.000600130547526708	8.38998560648859e-05	7.15293894023588	8.49393932704503e-13	4.53010097442401e-12
GNB1	172.26607383124	0.000303168720251198	4.0223305025802e-05	7.53714096981153	4.80386944846149e-14	7.68619111753839e-13
CALML6	172.26607383124	-2.93289554105995e-05	4.66654832157887e-05	-0.628493554325319	0.529680667827638	0.651914668095554
TMEM52	172.26607383124	-3.12597954910446e-05	2.06452231149609e-05	-1.5141418098016	0.129989876511902	0.173319835349203
FAAP20	172.26607383124	0.00179006315404521	0.000232565200266153	7.69703787151569	1.39256634158224e-14	2.22810614653158e-13
SKI	172.26607383124	0.000250821657388219	3.84585480685739e-05	6.52187016891508	6.94361080048276e-11	7.40651818718161e-10
RER1	172.26607383124	0.000173596076653109	4.91254043934596e-05	3.53373328518026	0.000409734322163156	0.000936535593515786
PEX10	172.26607383124	0.000559382243561915	0.00022296600087336	2.5088230554022	0.0121134146057556	0.0387629267384179
PANK4	172.26607383124	-9.28783158771421e-05	8.02425949225005e-05	-1.15746899719339	0.247080798716788	0.718780505357929
TNFRSF14	172.26607383124	0.0015413923964151	0.000176016221086573	8.75710424243779	2.00330372681619e-18	2.13685730860393e-17
MEGF6	172.26607383124	0.00100966498030175	0.00010124248124429	9.97274037432474	2.00615786392511e-23	3.20985258228017e-22
TPRG1L	172.26607383124	-4.64426692080821e-05	4.66811000679826e-05	-0.994892347019387	0.31978862538111	0.56851311178864
WRAP73	172.26607383124	0.000868090193639452	0.000209841164058315	4.1368918130773	3.52041986883404e-05	0.00012517048422521
TP73.AS1	172.26607383124	0.000801667883564396	0.000112285794070485	7.13953078571245	9.36500431571058e-13	7.49200345256846e-12
LRRC47	172.26607383124	2.30739559942983e-05	2.51913110355148e-05	0.915948993752986	0.35969364805319	0.56325993044261
CEP104	NA	NA	NA	NA	NA	NA
C1orf174	172.26607383124	0.000253321770517811	0.000228689571658409	1.1077101971934	0.267986994047122	0.467695639245346
NPHP4	172.26607383124	0.000943671915896795	0.000158683196090322	5.94689254531816	2.73280677685806e-09	2.18624542148645e-08
KCNAB2	172.26607383124	7.27971685415911e-05	2.8588261561614e-05	2.54640067514064	0.0108840180483384	0.0316625979588027
RPL22	172.26607383124	8.1972403644333e-05	1.57596331220638e-05	5.20141573153566	1.97776143248917e-07	2.83918619183311e-06
RNF207	172.26607383124	0.000863200109732277	0.000287117053909759	3.00643970108297	0.00264326472346984	0.00939827457233721
ICMT	172.26607383124	-2.05282380288005e-05	1.10192584504174e-05	-1.8629418777289	0.0624704440624312	0.210633589402317
GPR153	172.26607383124	0.000660138481859735	0.000248203526569883	2.65966600468051	0.00782181737436335	0.0896052737906924
ACOT7	172.26607383124	0.00442336413954393	0.000603425428729018	7.33042382529482	2.29426006879875e-13	2.44721074005199e-12
PLEKHG5	NA	NA	NA	NA	NA	NA
NOL9	172.26607383124	0.000571784249662473	0.000125543741414621	4.55446239867981	5.25197175686655e-06	2.40090137456756e-05
ZBTB48	172.26607383124	0.00164769339919794	0.00021678391955735	7.60062555637134	2.94702678508142e-14	4.71524285613027e-13
KLHL21	NA	NA	NA	NA	NA	NA
PHF13	172.26607383124	0.000595316117045762	0.0001328196511778	4.48213883839251	7.38986386780701e-06	7.00952881255269e-05
THAP3	172.26607383124	0.00040208849531473	0.000229896142905635	1.74900061494192	0.0802909131130853	0.135226801032565
DNAJC11	172.26607383124	-0.000326939838287677	8.33247126087563e-05	-3.92368395943702	8.72051195910377e-05	0.000348820478364151
CAMTA1	172.26607383124	-0.000608828456384889	0.000117588039419681	-5.17763931935228	2.24711127080912e-07	1.19845934443153e-06
VAMP3	172.26607383124	6.57512644377795e-05	4.8180814241598e-05	1.36467731965002	0.17235449114343	0.7649555301459
PER3	172.26607383124	0.000348260706849285	6.81739066809606e-05	5.10841645732686	3.24869986922593e-07	2.0791679163046e-06
PARK7	172.26607383124	-2.16250677826643e-05	1.53651734946279e-05	-1.407407979495	0.159306446419265	0.463436935037862
ERRFI1	172.26607383124	1.35537400428372e-05	2.22286351931363e-06	6.09742340232488	1.07791741024598e-09	4.92762244683879e-09
RERE	172.26607383124	-3.730900228505e-07	4.41493933234199e-06	-0.0845062626608249	0.93265392377128	0.962739534215515
ENO1	172.26607383124	4.76311956671256e-05	8.53033130194805e-06	5.58374510685748	2.35393631004642e-08	1.07608517030693e-07
SLC2A5	NA	NA	NA	NA	NA	NA
GPR157	172.26607383124	-0.000244213247969399	4.81539387074476e-05	-5.07151137631922	3.9466866752672e-07	3.15734934021376e-06
H6PD	172.26607383124	2.95671373117526e-05	9.60459998401244e-06	3.07843505830219	0.00208090878698526	0.00512223701411755
SPSB1	172.26607383124	6.56934598316041e-05	2.40600516694478e-05	2.73039562566791	0.00632583605846006	0.0134951169247148
RP13.392I16.1	172.26607383124	-0.000159291879038037	9.97546701302178e-05	-1.59683630681251	0.110302200525484	0.201048701474235
SLC25A33	172.26607383124	-0.000245251959074541	4.6438477402282e-05	-5.28122308899148	1.2832432135653e-07	3.73307116673542e-07
TMEM201	NA	NA	NA	NA	NA	NA
CLSTN1	172.26607383124	0.000316829682275027	5.52269398814982e-05	5.73686832829876	9.6443176117528e-09	1.0287272119203e-07
CTNNBIP1	172.26607383124	-0.000817533366657118	0.000174246537944998	-4.69181985650226	2.70785510743175e-06	1.0831420429727e-05
LZIC	172.26607383124	-0.00049595369581441	0.00025597607664484	-1.93750018484162	0.0526842308052784	0.140491282147409
NMNAT1	172.26607383124	-0.00041245151818945	0.000107717685187518	-3.82900465667677	0.000128662572700078	0.000343100193866876
RBP7	172.26607383124	0.00145210805698685	0.000186475110745524	7.78714141089044	6.85422255160756e-15	7.31117072171473e-14
UBE4B	172.26607383124	-0.000101776446202819	1.9870971468803e-05	-5.12186565023286	3.02527414133452e-07	3.22695908409016e-06
KIF1B	172.26607383124	-2.64721676183586e-05	4.23123852495583e-06	-6.25636381929921	3.940568802581e-10	4.20327338941974e-09
PGD	172.26607383124	0.000200265500156297	6.86992664154754e-05	2.9151039102098	0.00355570133919706	0.0126424936504784
DFFA	172.26607383124	0.000497463904231044	0.000108862504999794	4.56965329092863	4.88531730412868e-06	5.21100512440393e-05
PEX14	172.26607383124	0.000617914163977766	0.000169952864225326	3.63579729470476	0.000277122186967235	0.00221697749573788
CASZ1	172.26607383124	0.000225032582072294	5.31694375506948e-05	4.23236717254598	2.31244485293832e-05	0.000369991176470131
C1orf127	172.26607383124	-0.00038585424744536	0.000130987362119142	-2.94573645276099	0.00322186787758031	0.00736426943446929
TARDBP	172.26607383124	9.20508499386014e-05	2.06969174981738e-05	4.44756326379151	8.68498846411649e-06	9.26398769505759e-05
RP4.635E18.8	172.26607383124	0.00435079524930542	0.000456651226095222	9.52761100962898	1.60944226700139e-21	2.57510762720222e-20
SRM	172.26607383124	0.000236627337359073	4.27301309304122e-05	5.53771617841355	3.06441330563655e-08	2.78471386583247e-07
EXOSC10	172.26607383124	0.000518400276675599	7.32467203108076e-05	7.0774537682489	1.46827151333612e-12	2.22570317725665e-11
MTOR	172.26607383124	-3.99231134805361e-05	2.57135440266526e-05	-1.55261030681554	0.120516261824506	0.192826018919209
UBIAD1	172.26607383124	-4.72184160165749e-05	9.86270234974974e-05	-0.478757386587592	0.632111235341593	0.697502052790723
FBXO44	172.26607383124	0.0017157034537814	0.000291114835186068	5.89356242420555	3.77957223681049e-09	3.0236577894484e-08
FBXO6	172.26607383124	-0.00107454488361711	0.000210912499327566	-5.09474254509804	3.4921549265238e-07	2.79372394121904e-06
MAD2L2	NA	NA	NA	NA	NA	NA
AGTRAP	172.26607383124	0.000243023900446509	4.43252714861996e-05	5.48273913047938	4.18790343183847e-08	1.67516137273539e-07
MTHFR	172.26607383124	0.00033973889467478	6.42242456063976e-05	5.28988533017407	1.22393069742266e-07	1.95828911587626e-06
CLCN6	172.26607383124	0.000508501269799206	7.2775555281696e-05	6.98725372593757	2.80319030035402e-12	8.15473541921168e-12
KIAA2013	172.26607383124	-0.000216731198472862	4.41259719416256e-05	-4.91164701730709	9.0314531912875e-07	3.612581276515e-06
PLOD1	172.26607383124	3.36065313736196e-05	5.32539934164676e-05	0.631061244755919	0.52800048010835	0.839696394242711
MFN2	172.26607383124	-2.36701913510695e-05	7.25328736568772e-06	-3.26337426847905	0.00110094022624524	0.00251643480284627
MIIP	172.26607383124	0.000686119557390933	0.000104619307263365	6.55824986169828	5.44429338956723e-11	2.90362314110252e-10
TNFRSF1B	NA	NA	NA	NA	NA	NA
VPS13D	172.26607383124	-3.16777585596035e-05	1.92129256883648e-05	-1.64877328281071	0.0991940903788706	0.211614059474924
DHRS3	172.26607383124	0.000120746791490451	3.79552784280065e-05	3.18129115346849	0.00146620194857328	0.00670263747919214
LRRC38	172.26607383124	0.000103566860951642	3.37339570177954e-05	3.07010710000634	0.00213982022924537	0.00570618727798765
PDPN	172.26607383124	0.000311673611789135	5.80801384492666e-05	5.36626840277566	8.03822984804019e-08	5.14446710274572e-07
PRDM2	172.26607383124	8.26730410758659e-05	3.63902637324923e-05	2.27184506503173	0.0230958698892404	0.184766959113923
EFHD2	172.26607383124	0.00240642991772603	0.000238001984694673	10.1109657585973	4.93949319921157e-24	5.26879274582567e-23
CASP9	172.26607383124	0.00055410257209215	0.000207681161633252	2.6680444568711	0.00762941620685297	0.0406902197698825
DNAJC16	NA	NA	NA	NA	NA	NA
AGMAT	172.26607383124	-0.000251623542591915	7.12566586281213e-05	-3.53122848357378	0.000413634280460723	0.000661814848737157
DDI2	172.26607383124	3.10619419790333e-05	1.35288130178107e-05	2.29598427727106	0.0216767803744271	0.0533582286139745
PLEKHM2	172.26607383124	-5.38324885172141e-06	1.10556419501744e-05	-0.486923226709283	0.626312738318459	0.668066920873023
SLC25A34	172.26607383124	-6.94564881698175e-05	2.57597428529739e-05	-2.69631915839559	0.0070110455287648	0.0131972621717926
FBLIM1	172.26607383124	0.00141193031528589	0.000142773534715231	9.88929998897939	4.63255817063539e-23	4.94139538201108e-22
UQCRHL	172.26607383124	-0.000222229505379804	0.000290085390432551	-0.76608306626002	0.443626878120853	0.591502504161138
FLJ37453	172.26607383124	-0.000882517631550595	0.000303931981857464	-2.90366820285623	0.00368818796075767	0.0168602878206065
SPEN	172.26607383124	5.84375747639706e-05	1.92225277512139e-05	3.04005672512453	0.00236533594268853	0.00630756251383609
ZBTB17	172.26607383124	-1.42979337188985e-05	8.32527137598554e-05	-0.171741353202507	0.863640873642647	0.94444785796489
HSPB7	172.26607383124	-3.18753806381568e-06	1.08145649081454e-06	-2.9474491954964	0.00320407396775405	0.0205060733936259
EPHA2	NA	NA	NA	NA	NA	NA
FBXO42	172.26607383124	-9.35592822670544e-05	6.76459352738871e-05	-1.38307323105592	0.1666424126935	0.296253178121778
SZRD1	172.26607383124	-0.000159851138149798	2.71953944654522e-05	-5.87787532748847	4.15565700645974e-09	2.40150381813788e-08
NECAP2	172.26607383124	0.00235675343403116	0.000258872010809932	9.10393296925995	8.71185543831178e-20	1.39389687012989e-18
NBPF1	172.26607383124	-2.9943197131578e-05	0.000230099403323559	-0.130131572264326	0.896462331442316	0.964911253708499
CROCCP2	172.26607383124	0.000453929507632324	9.54035320264817e-05	4.75799478269132	1.95525551177475e-06	2.0856058792264e-05
CROCC	172.26607383124	0.00073476943848547	9.69879629152035e-05	7.57588278380358	3.56693755981834e-14	3.80473339713956e-13
ATP13A2	172.26607383124	-7.61470799445502e-05	8.84091372450901e-05	-0.861303280603828	0.389071029333185	0.468882303998781
SDHB	172.26607383124	-6.00477458290861e-05	1.7012052047274e-05	-3.52971797066116	0.000416002867716759	0.00088747278446242
PADI2	172.26607383124	9.51759819796758e-07	2.75153405729486e-06	0.345901522561007	0.729416724362956	0.828933344142857
RCC2	172.26607383124	0.000958221771953368	0.000144719655832829	6.62122754811028	3.56228109383379e-11	2.84982487506703e-10
ARHGEF10L	NA	NA	NA	NA	NA	NA
PAX7	172.26607383124	0.000862272696514585	0.0002446503850193	3.52450986924284	0.000424267009862508	0.00193950633080004
ALDH4A1	172.26607383124	7.16941996964593e-07	2.79081557164594e-05	0.0256893362731871	0.979505129472776	0.999999923144314
IFFO2	172.26607383124	0.000273962433464462	4.88731161419573e-05	5.60558554663689	2.07552076714914e-08	1.66041661371931e-07
UBR4	172.26607383124	-2.81098932578853e-05	6.67899814447363e-06	-4.20869906681201	2.56845190258914e-05	8.21904608828526e-05
EMC1	NA	NA	NA	NA	NA	NA
MRTO4	172.26607383124	0.000415564045983337	8.5130231372859e-05	4.88150965035233	1.05276770306912e-06	4.8126523568874e-06
AKR7A2	172.26607383124	0.000414912117970308	0.000103633230124964	4.00365903359373	6.2370239563283e-05	0.000199584766602506
PQLC2	172.26607383124	0.000218962520726371	0.000181306267980356	1.20769415842862	0.22716492581602	0.302886567754694
CAPZB	172.26607383124	6.97858839270111e-06	1.6272160421003e-05	0.428866740011585	0.668020206045183	0.73906623713753
MINOS1	172.26607383124	-0.000164800450837923	5.11599413272717e-05	-3.22127912117196	0.00127619791290099	0.00510479165160398
NBL1	172.26607383124	0.000717413805814135	6.91160153848586e-05	10.3798490381623	3.0625907981206e-25	4.90014527699296e-24
TMCO4	172.26607383124	0.00400726108195797	0.000509815528711014	7.86021777737858	3.83466174885566e-15	6.13545879816906e-14
OTUD3	172.26607383124	0.00030700874404152	0.000216750695639548	1.41641411177784	0.156654294608351	0.334195828497816
PLA2G2A	172.26607383124	0.000107433544531882	1.81840160879325e-05	5.90813074583553	3.46011361729466e-09	2.76809089383573e-08
CAMK2N1	172.26607383124	0.00213013062023479	0.000347379184263607	6.13200420960846	8.67788070368116e-10	5.55384365035594e-09
MUL1	172.26607383124	-0.00021623639860666	6.93824507246783e-05	-3.11658634637631	0.00182958092511388	0.00650517662262714
PINK1	172.26607383124	-9.64046525318514e-05	1.99598242709768e-05	-4.82993493444888	1.36577672935291e-06	3.97316866720847e-06
DDOST	172.26607383124	0.000161397355614244	4.13756685044632e-05	3.90077940606166	9.58834916769934e-05	0.000306827173366379
HP1BP3	172.26607383124	1.18997335237331e-05	1.97236953208664e-05	0.603321706716078	0.546294695324725	0.728392927099633
EIF4G3	NA	NA	NA	NA	NA	NA
ECE1	172.26607383124	0.000213117352626528	2.99754057852448e-05	7.10974037026826	1.16261452086313e-12	9.30091616690505e-12
USP48	172.26607383124	0.000301131767789765	9.73569524683323e-05	3.09306896071665	0.00198098096427005	0.0211304636188806
HSPG2	172.26607383124	7.12654208456718e-05	1.13598058605597e-05	6.27347172305991	3.53085076843003e-10	5.64936122948805e-09
LINC00339	172.26607383124	0.00115036778807349	0.000229228316174123	5.01843667167047	5.20936598797533e-07	8.33498558076053e-06
CDC42	172.26607383124	0.000213216185439577	4.0549217372494e-05	5.25820716787026	1.45466592701835e-07	2.32746548322937e-06
ZBTB40	172.26607383124	-1.63807963576994e-05	7.67904087486755e-05	-0.213318259723183	0.831078732114227	0.886483980921842
C1QA	172.26607383124	0.0006651467138801	0.000160637700702884	4.1406638103614	3.46302198522425e-05	9.23472529393133e-05
C1QC	172.26607383124	0.000584000531474497	0.000147732089589253	3.95310547016714	7.71434126669214e-05	0.000246858920534148
C1QB	172.26607383124	0.000397046110333555	0.000102178980459309	3.8857904879142	0.000101997445996882	0.000296719842900019
KDM1A	172.26607383124	-3.74032584811893e-05	5.06585048861676e-05	-0.738341144596282	0.460307169827553	0.589193177379268
LUZP1	NA	NA	NA	NA	NA	NA
LINC01355	NA	NA	NA	NA	NA	NA
HNRNPR	172.26607383124	0.000226897326133619	4.0097125290148e-05	5.65869309811515	1.52530034077732e-08	1.62698703016248e-07
ZNF436	172.26607383124	7.39795259840697e-05	0.000166582165408868	0.444102319131765	0.656968609843543	0.808576750576668
ZNF436.AS1	172.26607383124	0.00271756297589111	0.000410606968319094	6.61840442459131	3.63096541469509e-11	2.90477233175607e-10
TCEA3	172.26607383124	-2.40282762377078e-05	7.89330071383935e-06	-3.04413541417204	0.00233350079271953	0.00746720253670251
ASAP3	172.26607383124	-2.68285111416338e-05	2.3815649013654e-05	-1.12650766419393	0.25995069835172	0.346600931135627
ID3	172.26607383124	0.000478809543304851	6.67066138587802e-05	7.17784212999484	7.08202676385383e-13	7.55416188144408e-12
RPL11	172.26607383124	5.95941272716242e-05	7.9720047130072e-06	7.475425494216	7.69544489876041e-14	8.20847455867777e-13
ELOA	NA	NA	NA	NA	NA	NA
PITHD1	172.26607383124	2.27989317537611e-05	5.79477006634645e-05	0.393439799901079	0.693994678807077	0.822512211919498
LYPLA2	172.26607383124	0.000253093086015286	9.87850527516424e-05	2.56205851963852	0.0104053784190546	0.0195865946711616
GALE	172.26607383124	0.00413584689047684	0.000586590125715761	7.05065889990947	1.78072530969902e-12	2.84916049551844e-11
HMGCL	NA	NA	NA	NA	NA	NA
FUCA1	172.26607383124	0.000885868302488541	0.000103301288674633	8.57557842553879	9.85900455502867e-18	7.88720364402293e-17
PNRC2	NA	NA	NA	NA	NA	NA
SRSF10	172.26607383124	0.000475679457435531	4.68765817107163e-05	10.1474860170273	3.40009180153938e-24	3.62676458830867e-23
MYOM3	172.26607383124	-5.77819389020667e-07	2.63407407779948e-06	-0.21936337853618	0.826366994974081	0.881458127972353
IFNLR1	172.26607383124	-0.00138175545267595	0.000332834218526428	-4.15148255727269	3.30328444437105e-05	0.000333076433756116
