Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	4388.80160205378	-0.0360620125754903	0.190151021655006	-0.189649323267473	0.84958393415508	0.904918991068045
MTND2P28	31696.6225844656	-0.139490474016372	0.0648319953439812	-2.1515684235272	0.0314313613426519	0.080285402783228
MTCO1P12	9957.11044375252	0.0169455013461175	0.102782943928906	0.164866861157806	0.869048776383089	0.917675511011273
MTCO2P12	975.74255181613	-0.611787114479004	0.112401651272768	-5.44286589699973	5.24301180074193e-08	2.99879197568064e-06
MTATP6P1	105581.041123508	-0.0914839163205927	0.0441214444224985	-2.07345696674298	0.0381297720406098	0.0928945302362096
MTCO3P12	1441.90921528598	-0.0487745814561305	0.121516706667821	-0.40138169304951	0.688139125687048	0.783484696997645
LINC01128	3545.22508198931	-0.0918417220260797	0.0386554468005396	-2.37590636320876	0.0175059045916172	0.0513298382401348
NOC2L	5153.10365938278	-0.00364761716162239	0.0242852351899522	-0.150198963818623	0.880607643374851	0.92540635185048
KLHL17	226.82086363499	0.0818122436480739	0.0326921444104376	2.50250465741714	0.0123318002954671	0.0393166809420186
PERM1	15040.6943730077	-0.205027791255251	0.0724596906187938	-2.82954273616609	0.00466145739561818	0.018139045496385
HES4	232.685585964875	0.158601370226215	0.0612614967308129	2.58892418060107	0.00962762898951202	0.0323440593738565
ISG15	254.425980732053	0.0703470562683301	0.058485910835475	1.20280346605564	0.229052383214935	0.358057120788409
AGRN	661.322080738239	0.0542886574713232	0.0427684652671058	1.26936183312329	0.204312042218729	0.329128368966643
C1orf159	225.964076522796	0.0923715828408737	0.0278626072206859	3.31525266495142	0.000915603259699661	0.00519252431584531
SDF4	4203.58033365707	-0.0215124367877498	0.017015531019645	-1.26428242309411	0.206128676084474	0.33127096420324
B3GALT6	672.549442648132	-0.0469151919858305	0.0334179342097765	-1.40389264313368	0.160350820734583	0.276448506755684
UBE2J2	2044.4536706465	-0.0337748618317314	0.0199032629474072	-1.69695099346167	0.0897059260469787	0.178846181514576
SCNN1D	270.764398747142	0.121590746778386	0.0480240389920263	2.53187256487475	0.0113455216483494	0.0367800419827721
ACAP3	2933.01839239683	0.0527111912444563	0.0284427840747174	1.85323599497107	0.0638485405602919	0.137680594942165
PUSL1	252.801552290562	-0.0181667282285974	0.0297494338305445	-0.610657948385731	0.541426050720161	0.662564381173731
INTS11	6078.42533096178	0.057099068546112	0.0193084199388	2.95721082963253	0.00310435776992919	0.0133332557543256
CPTP	2253.00274956534	-0.148479986428629	0.0587164674222261	-2.52876225269002	0.0114465535284408	0.0370337328768372
DVL1	16534.2834711972	-0.0392720103153974	0.0232275948940439	-1.69074803028649	0.0908849367137821	0.180532696278581
MXRA8	1844.3634605269	0.179398861656946	0.0483794148341399	3.70816518289819	0.000208766462511183	0.00163500733777246
AURKAIP1	5975.4976197436	-0.064193345119875	0.0226843585766471	-2.82985057315926	0.00465697486616927	0.018139045496385
CCNL2	6464.68332093311	0.13673654192973	0.0245594996295705	5.5675622057501	2.58327869841344e-08	1.79285842349645e-06
RP4-758J18.2	379.944675847971	-0.0348209472763197	0.0251452875653052	-1.38479017930838	0.166116634730748	0.283044840794218
MRPL20	3822.04477052806	-0.0358217234686037	0.0181965201498484	-1.96860296219341	0.0489987021557483	0.112556170585616
VWA1	492.153923530163	0.121824946930106	0.0536366463453827	2.27130059820738	0.0231287870506752	0.0634580810726414
ATAD3B	635.070601903032	0.14453843442363	0.0297475492904259	4.85883502578643	1.18078469057846e-06	3.08249801563394e-05
ATAD3A	1597.18196714915	-0.027887496764845	0.0251914000763257	-1.10702448773592	0.268283341159095	0.402796595313656
SSU72	8730.27852847091	-0.0528993004096012	0.0192445638041671	-2.7487918639209	0.00598153552756851	0.0221629215494601
RP11-345P4.9	949.761630271744	-0.0967084446196199	0.041816729760726	-2.31267354412893	0.0207405946416558	0.0585780268514458
MIB2	7349.51158551737	-0.0431194821568672	0.0285562302439134	-1.50998509917316	0.131047226403516	0.237550490671257
CDK11B	3873.1218057004	-0.0317884555697372	0.0290967215272733	-1.0925098740056	0.274609052830451	0.409157442905364
SLC35E2B	2332.50416828689	0.0615604547956983	0.0319563840873356	1.92638987650968	0.0540557105408879	0.121186152723338
CDK11A	1125.75161188119	0.0418163905405909	0.0340373479789665	1.22854432038687	0.21924270251767	0.347164780197011
RP1-283E3.4	230.564738712192	0.0203039151196561	0.0425766303823319	0.476879333505962	0.633448049095215	0.739553358785695
NADK	1460.40846893835	0.144688280484791	0.0310764474767943	4.65588225915571	3.22596262125629e-06	6.61583901894398e-05
GNB1	4115.82722546701	0.0767851617145809	0.016796360174198	4.57153579217335	4.84162568714909e-06	9.04883145667174e-05
CALML6	844.291957088348	-0.17758135104992	0.121466097888766	-1.46198284242688	0.143745911641471	0.25474454320167
TMEM52	4972.32191473474	-0.0295188448380724	0.0672359467323022	-0.439033675774668	0.660637135441043	0.762536444132436
FAAP20	680.427480851262	0.0433161777409144	0.0211281541116242	2.0501638482977	0.0403484445180694	0.0969077855042552
SKI	3472.33580106576	0.0323618334679088	0.0294075273562577	1.10046088118396	0.271131364854442	0.405521313373621
RER1	3444.33727919787	-0.0140598429348182	0.0159875181168793	-0.879426239396976	0.379170210169667	0.513836805828212
PEX10	669.114266460552	-0.0458472829643367	0.0298866256298937	-1.53404012658018	0.125019781410063	0.229843743458733
PANK4	2431.72215675942	-0.00607323814406736	0.023941988267694	-0.253664736452246	0.799754579358543	0.866933964024661
TNFRSF14	578.347983542172	0.206649716186695	0.0354442965193471	5.83026710866997	5.53387227513914e-09	5.9421258712862e-07
MEGF6	741.95265526092	0.179895244697217	0.0508296091639622	3.53918213529687	0.000401368821445678	0.00271120470367638
TPRG1L	4036.79977957525	-0.0197863694878283	0.0180519536569466	-1.09607912051194	0.273044151084813	0.407525377346884
WRAP73	714.894752877565	0.0175249998945835	0.0212950699518347	0.822960428597872	0.410530496841742	0.544916398256875
TP73-AS1	1768.40003087119	0.0627234407831787	0.0179206722144454	3.50006071382853	0.000465152201514298	0.00305150568163443
LRRC47	8424.95176298873	-0.0322799567621843	0.0163746460311614	-1.971337682705	0.0486852638560718	0.111981508576248
CEP104	1649.40231239788	-0.0268755881730809	0.0217496838873114	-1.23567718557785	0.216578581188475	0.343807170305053
C1orf174	734.981296371397	-0.00520073205201415	0.0218302528917589	-0.238235080363062	0.811698770062777	0.875719388152334
NPHP4	419.036287057415	0.0245305998231572	0.0589571591881616	0.416074996844198	0.677355125295662	0.775318657348575
KCNAB2	1393.47776238866	0.052067871506211	0.0911137851469337	0.571459866607937	0.567687957773137	0.685853342041593
RPL22	12586.9596949503	0.0132756356084185	0.0152136811103376	0.872611665259484	0.382874780082438	0.517278105946686
RNF207	276.273141105419	0.0217278192017125	0.0614680577000929	0.353481466873805	0.723727520450495	0.811413183389237
ICMT	7460.6339989959	-0.142004241109562	0.0478534061489647	-2.9674845018871	0.00300247418818013	0.0130088166006343
GPR153	206.17966966178	0.160839748098223	0.0688018372792281	2.33772460821743	0.0194015387634201	0.0556522969267257
ACOT7	196.633738714842	0.0795801011182182	0.035403270638784	2.24781777735074	0.0245878118125858	0.0666329700121076
PLEKHG5	489.860731334488	0.0592301181233587	0.0420037933580509	1.41011354899464	0.158506157183318	0.273911685074119
NOL9	1278.85575026543	-0.02165970807613	0.0250126605355319	-0.865949787523046	0.386517698385655	0.521224401742597
ZBTB48	644.033499309557	0.125477909089644	0.0277240813550326	4.52595371809739	6.01237380484243e-06	0.000107093644204564
KLHL21	20166.0639883184	-0.049286530103371	0.0467534761346273	-1.05417894407359	0.291800998239951	0.427394024188279
PHF13	992.227292600169	0.0921555240965932	0.0341975889091308	2.69479595013167	0.00704317481886689	0.0252356775427198
THAP3	721.978406907479	0.0141872822649536	0.0214991908432308	0.659898429127185	0.509319012360573	0.635248280575982
DNAJC11	2067.0301255179	-0.092935662651535	0.0221537020167718	-4.1950398439582	2.7282362517602e-05	0.000352072392489054
CAMTA1	1558.81900624182	-0.0997687261669154	0.0290795435065574	-3.43089038328328	0.000601603649348336	0.00371942028076196
VAMP3	4224.19243090321	-0.0309393609017035	0.0164233955410168	-1.88385896353977	0.0595840553027694	0.130721996425621
PER3	1510.41871414221	0.058230385634569	0.0594696987053214	0.979160596106374	0.32750063477183	0.463518058315465
PARK7	13008.6052582061	-0.0454816120127944	0.0185372957007687	-2.45351925906369	0.0141465963908913	0.043541525181483
ERRFI1	17822.9358608932	0.108016970056479	0.112593041111279	0.959357425559918	0.337378715123338	0.472097926670006
RERE	27656.9596462678	0.00237986916992673	0.0405541918558221	0.058683678826288	0.953204059342155	0.971347705363525
ENO1	11111.6794715033	0.106800879739211	0.0438354003947782	2.4364070768687	0.0148339802152129	0.0452412547721205
SLC2A5	3191.34165047478	-0.106204774006672	0.0692355729807199	-1.53396252005088	0.125038873615927	0.229843743458733
GPR157	2763.68781103376	-0.131961769781546	0.0395157505965333	-3.33947268594015	0.000839376049459043	0.00484717310753061
H6PD	11276.6894609915	0.0464590281712925	0.0455456768630946	1.02005352365151	0.307703077102465	0.443382253903058
SPSB1	3076.64796534064	0.0102968797685386	0.0724290765285964	0.142165001433826	0.886949675765157	0.93001024500774
RP13-392I16.1	336.95225760497	-0.154792577399299	0.127618957632549	-1.2129277677145	0.225157438163199	0.35396988413999
SLC25A33	1508.34511888695	-0.0698357184849593	0.0755265216462178	-0.924651592086877	0.355147167222238	0.489677172298427
TMEM201	4291.75025865445	-0.0770454607994722	0.0430482624008356	-1.78974612452596	0.0734947337484866	0.153489368720234
CLSTN1	3161.26021945628	0.0412963491660398	0.0210782891756576	1.95918885170866	0.0500906742359814	0.114369519388955
CTNNBIP1	766.569394719439	-0.145560101938747	0.0459787814814399	-3.16581034226636	0.00154651592054466	0.00772375787961357
LZIC	717.485406072913	-0.0378375503744958	0.0180952897899872	-2.09101654704821	0.0365265806960725	0.0899687386891792
NMNAT1	1071.31858492044	-0.109101695535344	0.0496398218809263	-2.19786637826889	0.0279586294761144	0.0731891544618307
RBP7	232.830176658127	0.177817628530049	0.0708046650831712	2.51138294801867	0.0120259160624788	0.0384383534465414
UBE4B	6024.480377735	-0.105975577370612	0.032660079507488	-3.24480463516064	0.00117531227964689	0.0062716382404786
KIF1B	33419.5875329109	-0.137496777282814	0.0313055963511675	-4.39208299182221	1.12269824798227e-05	0.000176743450325507
PGD	1684.38587297172	0.00959769032033741	0.0339673178443808	0.282556614105025	0.777516742401766	0.850945923760295
DFFA	1458.63368249415	-0.0165758895380625	0.0191800541409454	-0.864225377897992	0.387464093715349	0.522092614498413
PEX14	1144.93424887445	-0.00991441013076121	0.0175318071278629	-0.565509879184359	0.571727006616681	0.688613416858313
CASZ1	3293.60380332148	0.0473750706246194	0.0281746993196387	1.68147564192805	0.0926705638276962	0.183057333822776
C1orf127	570.928665387687	-0.140424184532	0.0901867783352511	-1.55703737425903	0.119461612196557	0.222429587767252
TARDBP	8798.18994176055	0.0508023019045085	0.0209225850644502	2.42810827381112	0.0151778113424488	0.0460922755335518
RP4-635E18.8	287.279601052809	0.0556041594673251	0.0352609248715656	1.57693423158518	0.114810658953353	0.215817493015205
SRM	4044.99133396142	-0.00898085039977253	0.0218414027464088	-0.411184689190769	0.680937114229236	0.77799901969054
EXOSC10	2529.14852162348	0.0635105165031749	0.0178033619081164	3.56733277854792	0.000360633373232072	0.00250135835108315
MTOR	5745.48161983666	-0.0801409839217025	0.0230603480419071	-3.47527208939188	0.000510335436979636	0.00327058595046995
UBIAD1	1444.99748215779	-0.0887038529567151	0.0255951772609564	-3.46564714330095	0.000528956993467884	0.00335442080640941
FBXO44	512.211674332215	0.0647097323829841	0.034441805201654	1.87881361049788	0.0602699479587193	0.131856725832448
FBXO6	699.766328576983	-0.140054902056273	0.0316828228549661	-4.42053104603084	9.84586381581546e-06	0.000158733175568855
MAD2L2	1314.3581452864	0.0183852336993792	0.0225170356062094	0.816503292036772	0.414212341449783	0.548524126862296
AGTRAP	1507.61644563346	0.0630114660919877	0.059373235307144	1.061277287081	0.288563904637088	0.423907377720617
MTHFR	2152.51855082055	0.00658581562878764	0.0355574538099583	0.185216176163412	0.853059481856436	0.907041319042039
CLCN6	1743.93439548498	0.0701093886883228	0.026418082595861	2.65384092255458	0.00795813342708476	0.0279049521463582
KIAA2013	3536.8451570679	-0.0941757882113562	0.023871058071812	-3.94518700964342	7.973772336684e-05	0.000788509789193199
PLOD1	2891.87135369065	-0.0470216540276057	0.0264233616032796	-1.77954851973754	0.0751498776432261	0.156257929728754
MFN2	26575.726535401	-0.072988857433724	0.0325477675394201	-2.24251501567116	0.0249281059464059	0.067378699093325
MIIP	1307.93145331043	0.0204723774947175	0.0295298632689407	0.693277083888506	0.488135681412047	0.617861011783907
TNFRSF1B	1482.57197626458	0.0684375718980509	0.0435153272095351	1.57272336637871	0.115782886895734	0.21714299203283
VPS13D	7986.80264068037	-0.0361704805072176	0.025612039329188	-1.41224523523189	0.157877765417496	0.273136453257629
DHRS3	3285.95191711825	-0.0330401839670493	0.0351445690795366	-0.940122039689124	0.3471549649138	0.48135231252455
LRRC38	2418.37892645369	-0.0312507145032955	0.0763531286322287	-0.409291866137161	0.68232548394823	0.779012176198779
PDPN	1712.35192812566	0.00418398143907627	0.0440425097086622	0.0949987061762145	0.924315854595895	0.952517383816123
PRDM2	4361.32521340614	0.0278731088273849	0.0246448857480878	1.13098957375152	0.258059479813614	0.39163106656514
EFHD2	409.414676750996	0.151656556749252	0.0376285341959889	4.03036046951352	5.56913803515786e-05	0.000602207972546452
CASP9	754.5435667534	-0.0333197708750253	0.0348272378360525	-0.956715862219006	0.338710689632179	0.47337979732238
DNAJC16	1485.63040188412	-0.06811652831256	0.0220634032596307	-3.08730831372659	0.0020197798929034	0.00953115039014366
AGMAT	865.157125236789	-0.151061161530785	0.101284148576187	-1.49145906496075	0.135841010828482	0.243909510214511
DDI2	6841.36028238695	0.00976582370441728	0.0481164951033871	0.202962075343053	0.839164674721726	0.897110649863241
PLEKHM2	14561.8288244931	-0.0577452234213145	0.0219795992076576	-2.62721912605196	0.00860858781130358	0.0296468824412276
SLC25A34	2927.98199248901	0.0221227386001697	0.0742538091822248	0.297934056768438	0.765753494096246	0.843002831009138
