Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	4388.80160205378	-0.127549395007632	0.185708793630739	-0.686824745958176	0.492193173786474	0.599801146042575
MTND2P28	31696.6225844656	-0.126550448532375	0.0636722578816736	-1.98752883504701	0.0468638237596142	0.0910556575677585
MTCO1P12	9957.11044375252	0.0234325984084479	0.100494866071221	0.233172094501236	0.815627774023255	0.867128276100569
MTCO2P12	975.74255181613	-0.33905372755384	0.107964505155344	-3.14041848351913	0.00168706650875586	0.00584719579861728
MTATP6P1	105581.041123508	-0.0763321911684752	0.0422253796185598	-1.80773250253798	0.0706481433834201	0.127274005696437
MTCO3P12	1441.90921528598	-0.127507550767188	0.120707845959074	-1.05633192071391	0.290816597270855	0.400881011279746
LINC01128	3545.22508198931	-0.060804616682135	0.0364811388545657	-1.66674118712512	0.0955658793023395	0.163666993412463
NOC2L	5153.10365938278	-0.0406727963384404	0.022822444331557	-1.78214023649524	0.0747263657141747	0.133689955133407
KLHL17	226.82086363499	0.0768555702759316	0.0314332009791738	2.44504434425411	0.0144834332837836	0.0346033664223394
PERM1	15040.6943730077	-0.156893356277381	0.0658773851416321	-2.38159659707303	0.0172377691432482	0.0401556054826956
HES4	232.685585964875	0.235457862405598	0.0601850959315335	3.91222874635699	9.14482288319734e-05	0.000506256683154436
ISG15	254.425980732053	0.117212952950465	0.0578741642955104	2.02530704982564	0.0428358450784602	0.0846601126381376
AGRN	661.322080738239	0.0946411069759642	0.0427431921234438	2.21417966872098	0.0268164218875926	0.0578405370332724
C1orf159	225.964076522796	0.103387754063764	0.0271544883235948	3.80739098567103	0.000140440614570411	0.000724941077115833
SDF4	4203.58033365707	-0.0350991914692158	0.0166036340533354	-2.11394634189525	0.034519850530559	0.0711655386232244
B3GALT6	672.549442648132	-0.0680834693653571	0.0319196821893177	-2.1329620063743	0.0329278430507477	0.0684852691789616
UBE2J2	2044.4536706465	-0.0579358631725398	0.0200518592519427	-2.88930130840245	0.00386098920757528	0.0115585952552924
SCNN1D	270.764398747142	0.212067821357538	0.0511304551782526	4.14758328706874	3.36003253777233e-05	0.000218661465665664
ACAP3	2933.01839239683	0.0504156572067027	0.0276044971343646	1.82635666070297	0.067796555562686	0.123032588554607
PUSL1	252.801552290562	-0.0337748695747067	0.0292922464647509	-1.15303104578715	0.248897641919053	0.354119120040333
INTS11	6078.42533096178	0.0577016338333629	0.0184760802148183	3.12304521102289	0.00178990250718117	0.00612896219516729
CPTP	2253.00274956534	-0.106468726215129	0.0530871739986865	-2.00554518531657	0.0449047952145711	0.0880610577416004
DVL1	16534.2834711972	-0.0304751638996052	0.0223098044120188	-1.36599870338565	0.171939370361592	0.264013102753219
MXRA8	1844.3634605269	0.254709173853264	0.0500327341078173	5.09085058802467	3.56460833672004e-07	5.17504746027392e-06
AURKAIP1	5975.4976197436	-0.0478656009562123	0.0216766251377514	-2.20816666118615	0.0272326574883881	0.0585828969066023
CCNL2	6464.68332093311	0.144774360596538	0.0229399155808623	6.31102412239551	2.77194979651559e-10	1.71469198825764e-08
RP4-758J18.2	379.944675847971	-0.0501809895173833	0.0244517824610749	-2.05224259610796	0.0401460916848958	0.0804618446130452
MRPL20	3822.04477052806	-0.03662319456573	0.0179198218497162	-2.04372537142773	0.0409806853087883	0.0816600420491296
VWA1	492.153923530163	0.234052446971406	0.0562067339321173	4.16413533748606	3.12534699084364e-05	0.000205622540172152
ATAD3B	635.070601903032	0.147735701060388	0.0276962026508835	5.3341500610256	9.59931159118543e-08	1.77644670799999e-06
ATAD3A	1597.18196714915	-0.0579233524077571	0.0248187635262208	-2.33385326978766	0.0196034063599696	0.044616270983638
SSU72	8730.27852847091	-0.0689780780928209	0.0191507789513788	-3.60184190251199	0.000315970511077283	0.00142656737686697
