Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	4388.80160205378	-0.0316890311283972	0.18925624836343	-0.167439814549977	0.867023999866618	0.911803654802343
MTND2P28	31696.6225844656	-0.0886773823724535	0.0639801014091274	-1.3860150331022	0.165742313146811	0.275084046578339
MTCO1P12	9957.11044375252	0.0277269604723592	0.102357715579206	0.270882955090019	0.786481054945685	0.854383568820429
MTCO2P12	975.74255181613	-0.419179591156637	0.109925230831402	-3.81331554172086	0.000137114870410701	0.00102831627564778
MTATP6P1	105581.041123508	-0.0426987962214903	0.0420597578800626	-1.01519358107695	0.310013559787098	0.438702660784503
MTCO3P12	1441.90921528598	-0.0901593816076032	0.121578228822466	-0.741575054027623	0.45834484243997	0.585376752841881
LINC01128	3545.22508198931	-0.05507649477731	0.0375471663519351	-1.46686155384057	0.142413720947296	0.244722428524376
NOC2L	5153.10365938278	-0.0489078596652614	0.0233253754638327	-2.09676623388531	0.0360142740310642	0.083971717943967
KLHL17	226.82086363499	0.0752592595334222	0.0323947727015677	2.32319146754748	0.0201688689446264	0.053305114898545
PERM1	15040.6943730077	-0.123043035999372	0.0677770665345957	-1.81540810617064	0.0694612162762991	0.140255613885074
HES4	232.685585964875	0.247291313532761	0.0609467427833375	4.05749843616531	4.96011492916564e-05	0.000462699719418555
ISG15	254.425980732053	0.108069340501981	0.0586334897193119	1.84313335295796	0.0653095427058199	0.133726261348626
AGRN	661.322080738239	0.0884677814384635	0.0432568441140117	2.04517419729673	0.040837687368447	0.0926143321118353
C1orf159	225.964076522796	0.0837325691225148	0.0270568314998088	3.0946923376119	0.00197017147250922	0.00849493161841037
SDF4	4203.58033365707	-0.0408956307847846	0.0167709613812741	-2.43847862117477	0.0147492310954936	0.0417594726406673
B3GALT6	672.549442648132	-0.0896075307406377	0.0321465862858882	-2.78746644958609	0.00531219546285382	0.0187328258376614
UBE2J2	2044.4536706465	-0.0596618836573884	0.0202869294260567	-2.94090260799933	0.00327257409963243	0.0126731380095513
SCNN1D	270.764398747142	0.178085219248485	0.0510512650430287	3.48836055479497	0.00048599224532005	0.00281439545939164
ACAP3	2933.01839239683	0.0548286299237819	0.0283617632850785	1.93318833433138	0.053213001313778	0.114033595044728
PUSL1	252.801552290562	-0.0275463667238734	0.0297140893853403	-0.927047313032031	0.353901969643249	0.482994459220992
INTS11	6078.42533096178	0.0513867626506962	0.01879714750625	2.7337532268452	0.00626169540314661	0.0213842450166973
