Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	4388.80160205378	-0.136166642561108	0.187086710118605	-0.727826377805162	0.46671987525923	0.56403994272618
MTND2P28	31696.6225844656	-0.124301973726311	0.0634432739381856	-1.95926165234508	0.0500821522317539	0.0884189421938078
MTCO1P12	9957.11044375252	0.0309360692711946	0.100562336337614	0.307630773089184	0.758363301488354	0.814952232080193
MTCO2P12	975.74255181613	-0.222155170611965	0.105087370466731	-2.11400446719044	0.0345148857773767	0.0643203694495028
MTATP6P1	105581.041123508	-0.0812009701895341	0.0425793622498907	-1.90704993919308	0.0565141209429275	0.0980273142198028
MTCO3P12	1441.90921528598	-0.112600585155501	0.120272247235122	-0.936214195244701	0.349162915899014	0.446691801790007
LINC01128	3545.22508198931	-0.0767984450862713	0.0373623977262448	-2.05550097852326	0.0398306412494152	0.0728073916283092
NOC2L	5153.10365938278	-0.040419509663315	0.0221660105388054	-1.82349050103327	0.0682291344575126	0.114743956056633
KLHL17	226.82086363499	0.0931275342553143	0.0319552989322356	2.91430646456478	0.00356479765392813	0.00911386582218883
PERM1	15040.6943730077	-0.1646963941856	0.0688367617403328	-2.39256452543294	0.0167310858794051	0.0345432426396086
HES4	232.685585964875	0.220502052342181	0.059568293382285	3.70166811607459	0.000214186666424235	0.000803959651569951
ISG15	254.425980732053	0.119602201067598	0.0574172539685926	2.08303589602215	0.0372479517170944	0.0687603353375602
AGRN	661.322080738239	0.110028373677325	0.0421486314089702	2.61048508573657	0.00904139143053108	0.0203475721620605
C1orf159	225.964076522796	0.123763384028311	0.0279877147948978	4.4220610698403	9.77638131767427e-06	5.42830113475745e-05
SDF4	4203.58033365707	-0.03890097699081	0.0161225313394156	-2.41283308258838	0.0158290668394312	0.0328866496406518
B3GALT6	672.549442648132	-0.0697110478074161	0.0318455071190094	-2.18903870950774	0.0285940266261007	0.0545737696569616
UBE2J2	2044.4536706465	-0.0700269749068297	0.0190978866811415	-3.66673947102109	0.000245662857674146	0.00090303920250687
SCNN1D	270.764398747142	0.269272138977157	0.0508385586579501	5.29661237622535	1.17970749221002e-07	1.18985213997105e-06
ACAP3	2933.01839239683	0.0621396602138814	0.0279277558117482	2.22501444916464	0.0260802681704728	0.0504617705740594
PUSL1	252.801552290562	-0.0367883889332392	0.0290405598426506	-1.26679337907287	0.205229180141109	0.289365768058669
INTS11	6078.42533096178	0.0699587487081714	0.0190773593066741	3.66710861726532	0.000245308611912004	0.000902028467266602
CPTP	2253.00274956534	-0.0898821899619424	0.0545830224954235	-1.64670598755279	0.0996184929195567	0.158179985198297
DVL1	16534.2834711972	-0.03945401146939	0.0227363827597055	-1.73528093216799	0.0826910574381971	0.135130158068711
MXRA8	1844.3634605269	0.291889469600498	0.0494728450957454	5.89999360327065	3.63515665857528e-09	6.22849055792333e-08
AURKAIP1	5975.4976197436	-0.0558782791051322	0.0221409527083323	-2.52375224504696	0.0116109727099953	0.0251626525599858
CCNL2	6464.68332093311	0.181203013011602	0.0252768508626046	7.16873371594245	7.56946230604308e-13	5.55598533263562e-11
