Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	4388.80160205378	-0.380486726148625	0.401645880192099	-0.947318881913208	0.343476312081288	0.509374252001201
MTND2P28	31696.6225844656	-0.01340730810996	0.136636925500384	-0.0981236079548814	0.921834141546081	0.951940549155626
MTCO1P12	9957.11044375252	0.0845910592131082	0.216769490224474	0.390235079325556	0.696362724228631	0.803854008840799
MTCO2P12	975.74255181613	-1.52137874948853	0.235407842210214	-6.46273605502899	1.02826560825897e-10	3.19214713509556e-07
MTATP6P1	105581.041123508	0.0948538096269352	0.0928581385611004	1.02149161179364	0.307021581250283	0.471340657916202
MTCO3P12	1441.90921528598	-0.704848556392898	0.257655296296064	-2.73562611180706	0.00622617237800301	0.0343844221283019
LINC01128	3545.22508198931	0.076177831351856	0.0811372023138945	0.93887673199709	0.347794036842382	0.513702534043601
NOC2L	5153.10365938278	-0.17204621971405	0.0509351747349324	-3.37774868957221	0.000730818370690404	0.00984399372212802
KLHL17	226.82086363499	-0.0927874712573325	0.0688788739377011	-1.34711074605047	0.177944567699999	0.327519484083232
PERM1	15040.6943730077	0.386799402395385	0.150637702613698	2.567746292489	0.0102362043758129	0.0478081568344285
HES4	232.685585964875	0.196560358619528	0.129944403613906	1.51264966518723	0.130368671503898	0.264730473105168
ISG15	254.425980732053	-0.194753034242307	0.123384548412472	-1.57842320410536	0.114468417910033	0.241050792350045
AGRN	661.322080738239	-0.0201000477647964	0.0914046457286896	-0.219901817949802	0.825947620448071	0.892874312960444
C1orf159	225.964076522796	-0.0786318767761242	0.059602452958906	-1.3192724942099	0.187078029958862	0.339226085230487
SDF4	4203.58033365707	-0.10620079173125	0.0357866431461426	-2.96760976707303	0.0030012509841965	0.0217165989576424
B3GALT6	672.549442648132	-0.192475888386221	0.0701490303111257	-2.7438139562664	0.00607299450128587	0.0339411017565524
UBE2J2	2044.4536706465	-0.0732647786469193	0.0429643261483149	-1.70524677598819	0.0881484094525697	0.20085593303089
SCNN1D	270.764398747142	-0.0766236099060406	0.109494515844037	-0.699794042791904	0.484055935614061	0.639515374902213
ACAP3	2933.01839239683	0.00794911452193508	0.0601810728090884	0.132086620442144	0.894915778525382	0.934809966231536
PUSL1	252.801552290562	0.0232865453162426	0.0628412817448168	0.370561272298735	0.710964331738846	0.814759970182395
INTS11	6078.42533096178	-0.0777369892393353	0.0408793611988468	-1.90161947152756	0.0572209204726552	0.148797924793183
