Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	4388.80160205378	-0.163547893741305	0.188588725949923	-0.867219887708095	0.385821541495076	0.48209691352475
MTND2P28	31696.6225844656	-0.145765657461173	0.0642320710807662	-2.26935944939228	0.0232464760258071	0.045361116085331
MTCO1P12	9957.11044375252	0.0439920968119168	0.101610309801925	0.432949145590375	0.665051715256786	0.736853983878376
MTCO2P12	975.74255181613	-0.285154415459318	0.106006262552997	-2.68997706920152	0.00714569289574512	0.0164670290898626
MTATP6P1	105581.041123508	-0.091147837609958	0.0437131945127666	-2.08513330187612	0.0370572021301262	0.0676913937803076
MTCO3P12	1441.90921528598	-0.103137994491633	0.121357125578501	-0.849871764842665	0.395396385002117	0.49184717531083
LINC01128	3545.22508198931	-0.0877862489275433	0.0382566989881535	-2.29466345109198	0.02175241890749	0.0428053305679549
NOC2L	5153.10365938278	-0.0381135240077363	0.023493102176973	-1.62232827834434	0.104733076918283	0.164901353089486
KLHL17	226.82086363499	0.103204511405073	0.03263656302082	3.16223590514832	0.0015656267521488	0.00448279858686664
PERM1	15040.6943730077	-0.191842842048751	0.0717002454308567	-2.6756232268933	0.00745904468100606	0.0171098038208809
HES4	232.685585964875	0.207390818670409	0.0609863241776347	3.40061188253193	0.000672352152157808	0.00214361686158548
ISG15	254.425980732053	0.134914934847448	0.0579446077591148	2.32834322407205	0.0198938858399867	0.0395860504599175
AGRN	661.322080738239	0.121761922510133	0.0425275522927887	2.86313027544686	0.00419478052690571	0.0104451962277928
C1orf159	225.964076522796	0.123205007187117	0.0283145964333223	4.35128953637928	1.35339192963036e-05	7.07268454685618e-05
SDF4	4203.58033365707	-0.0427637563305473	0.0164869660958874	-2.59379173110658	0.00949239691473322	0.021044499743571
B3GALT6	672.549442648132	-0.0696583435069637	0.0327566728048202	-2.12653903899279	0.0334584022693034	0.062086301705168
UBE2J2	2044.4536706465	-0.0739808685098087	0.0196288775323713	-3.76898110387626	0.000163915294883792	0.000625229184439449
SCNN1D	270.764398747142	0.270950933129864	0.0513842016000731	5.27303966379968	1.34182549119623e-07	1.24878640562514e-06
ACAP3	2933.01839239683	0.07686080062596	0.0281625644172389	2.72918330473172	0.00634914007456416	0.0148664703412239
PUSL1	252.801552290562	-0.0258620867190478	0.0295267886451115	-0.875885523139327	0.381092270393014	0.47823508507313
