Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	4388.80160205378	-0.1493032642745	0.186028351658481	-0.802583385507806	0.42221557453933	0.521277543053114
MTND2P28	31696.6225844656	-0.14366826706953	0.0633473714472584	-2.26794362239868	0.0233326431043424	0.0472548298600756
MTCO1P12	9957.11044375252	-0.0280381482538011	0.100106102971655	-0.280084304767515	0.779412825973314	0.835887758902126
MTCO2P12	975.74255181613	-0.661593674833188	0.109631287154858	-6.03471592829757	1.5924256754464e-09	3.34463198425811e-08
MTATP6P1	105581.041123508	-0.108375254234332	0.043214178747823	-2.50786333038416	0.0121463636702104	0.0271664199831666
MTCO3P12	1441.90921528598	-0.116755201024509	0.118600096212886	-0.984444403948331	0.324897054433788	0.423254924294995
LINC01128	3545.22508198931	-0.096185179888294	0.0377779770758514	-2.54606485930074	0.0108944944046146	0.0248300230903731
NOC2L	5153.10365938278	-0.0132929582052057	0.0236537613163599	-0.561980736484891	0.574129143927883	0.662886783950818
KLHL17	226.82086363499	0.100918120118214	0.0320605331135233	3.14773680652384	0.00164539770075588	0.00490902139711755
PERM1	15040.6943730077	-0.212039612388059	0.0707421435816605	-2.99735916460169	0.00272329656886236	0.00759905897200082
HES4	232.685585964875	0.199499521370277	0.0601898331826894	3.31450530465423	0.000918054379379344	0.00295846402777341
ISG15	254.425980732053	0.109088281528647	0.0574226403271747	1.89974339227697	0.0574668028918301	0.101346010305982
AGRN	661.322080738239	0.0902148667964558	0.0420994419278657	2.14289935127958	0.0321211810892746	0.0619771627662524
C1orf159	225.964076522796	0.124094751602735	0.027678318899973	4.4834641891078	7.34409321980868e-06	4.55533891160013e-05
SDF4	4203.58033365707	-0.0274768321728361	0.0166612781774042	-1.64914311376782	0.0991183188119365	0.159932620458954
B3GALT6	672.549442648132	-0.048436881266536	0.0326524199243038	-1.48340862266332	0.137965877877618	0.210049173622666
UBE2J2	2044.4536706465	-0.0542576303238634	0.0198374528661617	-2.73511073674257	0.00623592936288817	0.0153431361885848
SCNN1D	270.764398747142	0.221740157146895	0.0493341650029977	4.49465714345062	6.96821288013208e-06	4.34111652992136e-05
ACAP3	2933.01839239683	0.0628999247140913	0.0275764290356812	2.28093074098553	0.0225525455398347	0.0459118356884991
PUSL1	252.801552290562	-0.0280113068907786	0.0290986950494726	-0.962631033561979	0.335732717925625	0.434536024042468
INTS11	6078.42533096178	0.0745982463594547	0.0190524060099612	3.91542392705953	9.02454971586628e-05	0.000399057594661966
CPTP	2253.00274956534	-0.137469159742304	0.0573978532533208	-2.39502266984785	0.0166193376950869	0.0354832679882721
DVL1	16534.2834711972	-0.0458976896042333	0.0227377020899642	-2.0185720361114	0.0435317199428012	0.0800707880395867
