Genes	BaseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P23	258.90054339458	-2.05460105868466e-06	5.34660339831274e-06	-0.384281553281668	0.700769778703024	0.795723366778184
MTND2P28	258.90054339458	-1.34781896500813e-07	2.87494532132316e-06	-0.0468815512772191	0.962607631872957	0.999624259827739
MTCO1P12	258.90054339458	-1.83480804164987e-06	2.8842365000087e-06	-0.63615034399722	0.524678434638214	0.88366894254857
MTCO2P12	258.90054339458	-7.18607633380374e-05	2.17295708599418e-05	-3.30704935689788	0.000942842779404443	0.0301709689409422
MTATP6P1	258.90054339458	-2.81142407955714e-06	1.70215090341355e-06	-1.65168909167749	0.0985979475305436	0.150244491475114
MTCO3P12	258.90054339458	3.61246909695723e-06	1.75173846425564e-05	0.206221942982353	0.836617548196059	0.956134340795496
LINC01128	258.90054339458	-2.07452165262364e-05	5.425545891539e-05	-0.382361829407582	0.702192998997406	0.864237537227576
KLHL17	258.90054339458	-0.00300593276726637	0.000757869288831886	-3.96629446734734	7.29986674030793e-05	0.000122945124047291
PERM1	258.90054339458	-9.40830090399301e-07	8.21735119743971e-06	-0.114493109494022	0.908846908308769	0.938164550512278
HES4	258.90054339458	-0.000807618036276283	0.000451137229850055	-1.79018263809598	0.0734245552563195	0.156639051213482
ISG15	258.90054339458	-0.000437648956008915	0.000239915207991257	-1.82418180020028	0.0681245921109571	0.24222077195007
AGRN	258.90054339458	-0.000656029139613948	0.000241019862168019	-2.72188828635467	0.00649100809552198	0.0173093549213919
C1orf159	258.90054339458	-0.00499511109932779	0.000807762065718561	-6.183889181382	6.25412798320901e-10	2.50165119328361e-09
SDF4	258.90054339458	-0.000190385720375683	5.26580663033429e-05	-3.61550914685974	0.000299757889945176	0.000872022952567786
B3GALT6	258.90054339458	-0.000806824632049758	0.000228227111696149	-3.53518311673648	0.000407492666053676	0.0011043954311692
UBE2J2	258.90054339458	-0.000177492377576069	0.00010966092839906	-1.61855621840232	0.105542781612387	0.168868450579819
