pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.00606060606060606	0.0920812812657541	0.739027008467561	3.70861681877114	0	123	NNT, NDUFS1, SDHC, SUCLA2, L2HGDH, PDK2, DLD, SLC16A1, PDHX, ETFDH, ETFA, DLAT, PDHA1, UQCRC2, CYCS, PDHB, NDUFA5, COX11, ACO2, UQCRFS1, LRPPRC, NDUFA10, NUBPL, VDAC1, ME2, ME1, NDUFB3, SDHD, COX8A, IDH2, NDUFV1, NDUFAF7, NDUFS2, SDHA, NDUFA4, NDUFB5, SUCLG2, COQ10A, FH, NDUFAB1, COX7B, NDUFS3, SDHB, CS, NDUFA8, NDUFB6, UQCRC1, SUCLG1, NDUFS8, NDUFS4, COX6C, NDUFAF1, UQCRH, NDUFA1, CYC1, UQCRB, NDUFS7, NDUFB2, DLST, NDUFC2, GLO1, COA1, UQCRQ, TACO1, COX6B1, PDP1, UQCR11, TIMMDC1, COX7C, COX5B, OGDH, NDUFB4, ADHFE1, FAHD1, MDH2, NDUFA7, NDUFA12, IDH3A, TRAP1, NDUFB10, D2HGDH, IDH3B, NDUFAF4, COX16, COX5A, NDUFA3, NDUFA6, NDUFA13, NDUFV2, NDUFB11, NDUFB7, BSG
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	0.00497512437810945	0.0873427499448245	0.750695729952253	3.48624745526775	0	79	NDUFS1, SDHC, ETFDH, ETFA, UQCRC2, CYCS, NDUFA5, COX11, UQCRFS1, LRPPRC, NDUFA10, NUBPL, NDUFB3, SDHD, COX8A, NDUFV1, NDUFAF7, NDUFS2, SDHA, NDUFA4, NDUFB5, COQ10A, NDUFAB1, COX7B, NDUFS3, SDHB, NDUFA8, NDUFB6, UQCRC1, NDUFS8, NDUFS4, COX6C, NDUFAF1, UQCRH, NDUFA1, CYC1, UQCRB, NDUFS7, NDUFB2, NDUFC2, COA1, UQCRQ, TACO1, COX6B1, UQCR11, TIMMDC1, COX7C, COX5B, NDUFB4, NDUFA7, NDUFA12, TRAP1, NDUFB10, NDUFAF4, COX16, COX5A, NDUFA3, NDUFA6, NDUFA13, NDUFV2, NDUFB11, NDUFB7
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	0.0050761421319797	0.0873427499448245	0.729220447616021	3.37861153573931	0	83	NDUFS1, SDHC, ETFDH, ETFA, UQCRC2, CYCS, NDUFA5, COX11, UQCRFS1, LRPPRC, NDUFA10, NUBPL, NDUFB3, SDHD, COX8A, NDUFV1, NDUFAF7, NDUFS2, SDHA, NDUFA4, NDUFB5, COQ10A, NDUFAB1, COX7B, NDUFS3, SDHB, NDUFA8, NDUFB6, UQCRC1, NDUFS8, NDUFS4, COX6C, NDUFAF1, UQCRH, NDUFA1, CYC1, UQCRB, NDUFS7, NDUFB2, NDUFC2, COA1, UQCRQ, TACO1, COX6B1, UQCR11, TIMMDC1, COX7C, COX5B, NDUFB4, NDUFA7, NDUFA12, TRAP1, NDUFB10, NDUFAF4, COX16, COX5A, NDUFA3, NDUFA6, NDUFA13, NDUFV2, NDUFB11, NDUFB7
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.00377358490566038	0.074687426279783	0.780936311906499	3.28973958204561	0	44	NNT, SDHC, SUCLA2, L2HGDH, PDK2, DLD, SLC16A1, PDHX, DLAT, PDHA1, PDHB, ACO2, VDAC1, ME2, ME1, SDHD, IDH2, SDHA, SUCLG2, FH, SDHB, CS, SUCLG1, DLST, GLO1, PDP1, OGDH, ADHFE1, FAHD1, MDH2, IDH3A, D2HGDH, IDH3B
REACTOME_COMPLEX_I_BIOGENESIS	0.00378787878787879	0.074687426279783	0.76563528021055	3.20453052045478	0	43	NDUFS1, NDUFA5, NDUFA10, NUBPL, NDUFB3, NDUFV1, NDUFAF7, NDUFS2, NDUFB5, NDUFAB1, NDUFS3, NDUFA8, NDUFB6, NDUFS8, NDUFS4, NDUFAF1, NDUFA1, NDUFS7, NDUFB2, NDUFC2, COA1, TIMMDC1, NDUFB4, NDUFA7, NDUFA12, NDUFB10, NDUFAF4, NDUFA3, NDUFA6, NDUFA13, NDUFV2, NDUFB11, NDUFB7
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	0.00332225913621262	0.074687426279783	0.836972753652798	2.92352307617096	0	22	NNT, SDHC, SUCLA2, DLD, ACO2, ME2, SDHD, IDH2, SDHA, SUCLG2, FH, SDHB, CS, SUCLG1, DLST, OGDH, FAHD1, MDH2, IDH3A, IDH3B
REACTOME_MITOCHONDRIAL_TRANSLATION	0.0050761421319797	0.0873427499448245	0.584772538992376	2.71956786659463	0	81	PTCD3, MRPL19, MRPL1, MRPL35, MRPL30, MRPL16, MRPS28, GFM1, MRPS10, MRPS30, TSFM, MRPL13, MRPL33, MTIF2, MRPL15, MRPL44, MRPS27, MRPS35, MRPS22, MRPS33, MRPS11, MRPL46, MRPL39, MRPL34, MRPL2, OXA1L, MRPL12, MRPS9, MRPL48, MRPS31, MRPL47, MTRF1L, MRPS18C, MRPS36, ERAL1, MRPL50
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	0.0033112582781457	0.074687426279783	0.804961293345266	2.71289010747486	0	20	DLD, PDHX, GOT2, DLAT, PDHA1, PDHB, ALDH4A1, GCSH, DHTKD1, DDO, NDUFAB1, DLST, OGDH, BCKDHB, GRHPR, DBT
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.00353356890459364	0.074687426279783	0.702884237986637	2.63333379557652	0	30	ACADM, PCCB, ACAA2, ACADVL, ACOT2, ECHS1, DECR1, HADHB, ACOT11, PCCA, HADH, ACADS, NDUFAB1, DBI, HADHA, ACOT1, MECR, MCEE
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	0.004	0.0762218120536073	0.614243205459479	2.59113811481969	0	48	CRAT, SCP2, ECH1, ACOT2, ACOX2, PEX7, DDO, HSD17B4, NUDT19, UBB, ECI2, GSTK1, ACAA1, MLYCD, ACOX1, IDH1, UBE2D1, PHYH, USP9X, CAT, PEX1, EPHX2, CROT, PEX10, PEX2, LONP2, DHRS4
REACTOME_PYRUVATE_METABOLISM	0.0033112582781457	0.074687426279783	0.746075233097294	2.51443160812144	0	20	PDK2, DLD, SLC16A1, PDHX, DLAT, PDHA1, PDHB, VDAC1, ME1, GLO1, PDP1
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.0033112582781457	0.074687426279783	0.726167716621331	2.4473390597486	0	20	ACADSB, DLD, ECHS1, HIBCH, ACAT1, HIBADH, IVD, MCCC2, ALDH6A1, ACAD8, BCKDK, BCKDHB, DBT, PPM1K, MCCC1, BCKDHA
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.00292397660818713	0.074687426279783	0.804274561135372	2.37032129457339	0	12	PDK2, DLD, PDHX, DLAT, PDHA1, PDHB, PDP1
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	0.00271739130434783	0.074687426279783	0.89455715844776	2.30822322026374	0	8	SLC25A12, GOT2, ASPA, GOT1, NAT8L, GADL1
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	0.0028735632183908	0.074687426279783	0.848199053048541	2.28036108741649	0	9	ACADM, ACADVL, ECHS1, HADHB, HADH, ACADS, HADHA, MECR
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	0.0029585798816568	0.074687426279783	0.702932033954155	2.17892504159637	0	14	CAMK2G, ACTN2, CAMK2A, DLG4, NBEA, LIN7C, APBA1, CAMK2D, CAMK2B
REACTOME_MUSCLE_CONTRACTION	0.00602409638554217	0.0920812812657541	0.434923642741671	2.17381267108874	0	121	ATP2A2, PLN, ACTA1, TPM3, KAT2B, CAMK2G, ACTN2, CAMK2A, TNNT1, MYL2, MYBPC1, SCN4B, TRDN, SCN2B, PAK1, MYL3, TNNC1, TPM2, TNNI1, CASQ1, RYR3, KCNJ12, MYL1, ATP2B2, TMOD4, CASQ2, TTN, NEB, ACTG2, ACTA2, SCN4A, ATP2A1, SLC8A3, MYH11, ITGA1, ORAI1, CACNA1C, DMD, MYL12A, ACTN3, TPM1, ATP1B3, ATP2B1, MYBPC2, MYL6B, CAV3, ANXA6, CAMK2D, MYL9, DYSF, MYH6, CALM1, ASPH, FGF13, PAK2, CAMK2B, MYLK, MYLPF
REACTOME_MITOCHONDRIAL_BIOGENESIS	0.00427350427350427	0.0777581294822674	0.483842671789589	2.15212162701819	0	60	APOOL, CYCS, PPARA, PERM1, IMMT, SIRT5, PRKAB2, SIRT3, IDH2, PPARGC1A, ALAS1, APOO, CHCHD3, MEF2C, PPARGC1B, SIRT4
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.00347222222222222	0.074687426279783	0.565585125554415	2.15147322534904	0	32	ACTA1, TPM3, ACTN2, TNNT1, MYL2, MYBPC1, MYL3, TNNC1, TPM2, TNNI1, MYL1, TMOD4, TTN, NEB, DMD, ACTN3, TPM1, MYBPC2
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.0033112582781457	0.074687426279783	0.637686473513621	2.14913852376205	0	20	CRAT, SCP2, ACOX2, ACBD5, HSD17B4, NUDT19, ECI2, ACAA1, MLYCD, ACOX1, PHYH, CROT
REACTOME_PROTEIN_LOCALIZATION	0.0062111801242236	0.0920812812657541	0.419122212048443	2.12048549272473	0	127	CRAT, SCP2, SLC25A12, ECH1, SLC25A4, ACOT2, COQ2, ACO2, PEX19, VDAC1, ACOX2, CHCHD3, PEX7, FXN, DDO, ACBD5, HSD17B4, CS, NUDT19, DNAJC19, UBB, ECI2, CYC1, GSTK1, ACAA1, MLYCD, ACOX1, IDH1, TOMM70, UBE2D1, PHYH, USP9X, CAT, UBL4A, PEX1, EPHX2, PEX3, CHCHD10, CROT, PEX10, PEX2, LONP2, ATAD1, TIMM8A, DHRS4, CHCHD7, CMC2
REACTOME_FATTY_ACID_METABOLISM	0.00578034682080925	0.0920812812657541	0.437193048577112	2.11568711502325	0	105	ACADM, CRAT, SCP2, PCCB, TECRL, ACAA2, ACADVL, ACOT2, ECHS1, DECR1, HADHB, PRKAB2, ACOX2, ACOT11, PCCA, HADH, ACADS, CPT1B, NDUFAB1, ACBD5, DBI, HSD17B4, NUDT19, HADHA, ECI2, ACOT1, CBR4, HSD17B12, HSD17B8, ACAA1, MECR, MLYCD, ACOX1, MCEE
REACTOME_METABOLISM_OF_COFACTORS	0.00591715976331361	0.0920812812657541	0.670322141197834	2.07784199444767	1	14	COQ5, COQ2, COQ9, COQ3, COQ6, IDH1, PDSS2, PDSS1, CALM1
REACTOME_HEME_BIOSYNTHESIS	0.00591715976331361	0.0920812812657541	0.740607579471939	2.0551190427494	1	10	FECH, CPOX, ALAS1, COX10, COX15, ALAD, HMBS
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA	0.0026246719160105	0.074687426279783	0.897206268860119	2.02908824906809	0	6	ACADM, ECHS1, HADHB, HADH, HADHA, MECR
REACTOME_CRISTAE_FORMATION	0.00815217391304348	0.108444464742419	0.785528526996322	2.02689696132857	2	8	APOOL, IMMT, APOO, CHCHD3, DNAJC11, HSPA9, SAMM50, TMEM11
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	0.00301204819277108	0.074687426279783	0.633146060207616	2.0011882524592	0	15	CAMK2G, ACTN2, CAMK2A, DLG4, RPS6KA3, CAMK2D, CALM1, CAMK2B
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	0.00248756218905473	0.074687426279783	0.928654856920382	1.98623754260134	0	5	ACADM, ECHS1, HADHB, HADH, HADHA
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	0.00248756218905473	0.074687426279783	0.928654856920382	1.98623754260134	0	5	ECHS1, HADHB, HADH, ACADS, HADHA
REACTOME_GLUCONEOGENESIS	0.00325732899022801	0.074687426279783	0.573452993200462	1.97881205458246	0	21	SLC25A12, GOT2, MDH1, GOT1, TPI1, SLC25A11, GPI, FBP2, SLC37A4, ALDOA, MDH2, ENO3
REACTOME_UBIQUINOL_BIOSYNTHESIS	0.00271739130434783	0.074687426279783	0.824571651090343	1.97021451073554	0	7	COQ5, COQ2, COQ9, COQ3, COQ6, PDSS2, PDSS1
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS	0.00271739130434783	0.074687426279783	0.822050326414758	1.96419010951395	0	7	SCP2, HSD17B4, ACAA1, ACOX1, PHYH
REACTOME_SIGNALING_BY_RETINOIC_ACID	0.0037037037037037	0.074687426279783	0.546491540586489	1.95273741331406	0	27	PDK2, DLD, PDHX, DLAT, PDHA1, PDHB, RXRG, CPT1B, RDH10, RARB, ALDH1A2
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.00315457413249211	0.074687426279783	0.582165060457036	1.94980619653455	0	18	PPA2, IARS2, NARS2, LARS2, TARS2, EARS2, CARS2, HARS2, PARS2, YARS2, WARS2, FARS2, DARS2
