pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
REACTOME_COMPLEMENT_CASCADE	0.00109170305676856	0.0513481752301365	0.663207998299422	1.93233376755887	0	20	CFB, CFI, PROS1, CD81, C1R, SERPING1, C3, C1S, C8G, C7, CFD, CLU, CFH
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.000999000999000999	0.0513481752301365	0.502186405661228	1.86339016752569	0	168	VCAN, ACTN1, VCAM1, COL7A1, PPIB, TGFB1, ICAM2, F11R, ITGA5, ITGA9, MMP2, SERPINE1, HTRA1, BGN, CD44, ADAMTS1, PCOLCE, P3H3, COL12A1, COL6A3, TNC, CD47, PHYKPL, ADAMTS4, LAMA5, MUSK, ADAM15, FBLN5, COL18A1, EMILIN1, LTBP2, COL6A2, THBS1, A2M, MFAP4, PLOD2, TIMP2, CAPN15, PXDN, JAM3, CTSK, LAMA4, EFEMP1, COL4A2, ADAMTS9, FGF2, CAPN2, SH3PXD2A, SERPINH1, LOXL4, MMP14, COLGALT1, COL6A1, COL4A1, PECAM1, APP, PTPRS, ADAMTS2, COL27A1, BMP1, BMP2, PLOD3, LOX, COL16A1, FBLN1, ITGA11, SDC2, SDC3, ITGAM, LUM, LAMB1, ITGA3, ADAMTS5, FN1, DCN, CTSL, CAPN5, COL8A1, COL5A1, HSPG2, LTBP1, CAPN10, AGRN, LTBP3, ITGA1, VWF, BMP4
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	0.001001001001001	0.0513481752301365	0.5264648718327	1.86245611259458	0	83	EEF1A1, RPL3, RPL12, RPL31, RPS8, RPL36A, RPS6, RPL35, RPL35A, RPL10A, RPS19, RPL28, RPL36, RPL34, RPS9, RPL24, RPL11, RPS17, RPS27A, RPL15, RPL13, RPS11, RPL18A, RPL37, RPL17, RPL19, RPL7A, RPS4X, RPS18, FAU, RPL13A, RPL29, RPS5, RPL9, RPL26, RPL23, RPL23A, RPS16, RPS7, RPS15, RPS20, RPS12, RPL7, RPS27, RPL32, RPS21, RPS24, RPL41, RPL14, RPL4, RPS3A, RPS2, RPS25, RPS3, RPL6, RPS14, RPL22, RPL27A, RPL37A, RPS23, RPL5, RPS13, UBA52, RPL27, RPS10
REACTOME_SELENOAMINO_ACID_METABOLISM	0.00100200400801603	0.0513481752301365	0.520770788561123	1.8567793126807	0	94	RPL3, RPL12, RPL31, RPS8, RPL36A, NNMT, RPS6, RPL35, RPL35A, RPL10A, RPS19, RPL28, RPL36, RPL34, RPS9, RPL24, RPL11, RPS17, RPS27A, HNMT, RPL15, RPL13, RPS11, RPL18A, RPL37, RPL17, RPL19, RPL7A, RPS4X, RPS18, FAU, RPL13A, RPL29, RPS5, RPL9, RPL26, RPL23, RPL23A, RPS16, RPS7, PAPSS1, RPS15, RPS20, SEPSECS, RPS12, RPL7, RPS27, RPL32, RPS21, RPS24, RPL41, RPL14, RPL4, RPS3A, RPS2, RPS25, RPS3, RPL6, RPS14, PAPSS2, RPL22, RPL27A, RPL37A, SCLY, RPS23, RPL5, RPS13, UBA52, RPL27, RPS10
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.00101419878296146	0.0513481752301365	0.54278768435424	1.84078712821629	0	52	VCAM1, COL7A1, ICAM2, F11R, ITGA5, ITGA9, CD44, COL6A3, TNC, CD47, COL18A1, COL6A2, THBS1, JAM3, COL4A2, COL6A1, COL4A1, PECAM1, COL16A1, ITGA11, ITGAM, LUM, ITGA3, FN1, COL8A1, COL5A1, HSPG2, AGRN, ITGA1, VWF, ICAM1
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA	0.00107758620689655	0.0513481752301365	0.601952455368226	1.82750475632717	0	25	ACTG1, MYH9, EPB41L3, KCNQ4, ACTB, MYO1C, GSN, MSN, SPTAN1, TRIOBP, TWF1, EZR
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.00105932203389831	0.0513481752301365	0.585041471151081	1.82368053455421	0	28	TNFRSF10B, NDRG1, CASP2, FAS, BBC3, PIDD1, TP53, TP53INP1, PERP, ATM, BAX, TP53I3, TP63, CASP10, PRELID1, BNIP3L
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.001	0.0513481752301365	0.504717011541309	1.80885170931138	0	100	RPL3, RPL12, RPL31, RPS8, RPL36A, RPS6, RPL35, RPL35A, RPL10A, RPS19, RPL28, RPL36, RPL34, RPS9, RPL24, RPL11, RPS17, RPS27A, RPL15, RPL13, RPS11, RPL18A, SSR4, RPL37, RPL17, RPL19, RPL7A, RPS4X, RPS18, FAU, RPL13A, RPL29, RPS5, RPL9, RPL26, RPL23, RPL23A, RPS16, RPS7, RPS15, SEC11C, RPS20, RPS12, RPL7, RPS27, RPL32, SEC61B, RPS21, RPS24, RPL41, RPL14, SSR1, RPL4, RPS3A, RPS2, RPS25, RPS3, RPL6, RPS14, RPL22, RPL27A, RPL37A, RPS23, RPL5, RPS13, UBA52, RPL27, RPS10, SRP14, RPLP2, RPSA, RPL30, DDOST, TRAM1, RPL21, RPS15A
REACTOME_NUCLEOTIDE_SALVAGE	0.00110619469026549	0.0513481752301365	0.63968993243924	1.80691799497246	0	17	TYMP, UPP1, HPRT1, GMPR2, UCKL1, AMPD2, APRT, TK2, DGUOK
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.00103950103950104	0.0513481752301365	0.551434350378658	1.80474257017216	0	39	COL7A1, PPIB, PCOLCE, P3H3, COL12A1, COL6A3, COL18A1, COL6A2, PLOD2, COL4A2, SERPINH1, COLGALT1, COL6A1, COL4A1, ADAMTS2, COL27A1, BMP1, PLOD3, COL16A1, COL8A1, COL5A1
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.00110987791342952	0.0513481752301365	0.642896861986309	1.79511009723228	0	16	VCAN, BGN, GPC3, B3GAT3, B4GALT7, XYLT2, SDC2, SDC3, DCN, HSPG2, AGRN
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	0.00100300902708124	0.0513481752301365	0.502416263828253	1.78616371314991	0	90	RPL3, RPL12, RPL31, RPS8, RPL36A, RPS6, RPL35, RPL35A, RPL10A, RPS19, RPL28, RPL36, RPL34, RPS9, RPL24, RPL11, RPS17, RPS27A, RPL15, RPL13, RPS11, RPL18A, RPL37, RPL17, RPL19, RPL7A, RPS4X, RPS18, FAU, RPL13A, RPL29, RPS5, RPL9, RPL26, RPL23, RPL23A, RPS16, RPS7, RPS15, RPS20, CEBPB, RPS12, RPL7, RPS27, RPL32, RPS21, RPS24, RPL41, RPL14, RPL4, RPS3A, RPS2, RPS25, RPS3, ATF2, RPL6, RPS14, RPL22, RPL27A, RPL37A, RPS23, RPL5, RPS13, UBA52, RPL27, RPS10, EIF2S3, RPLP2, RPSA
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.00100806451612903	0.0513481752301365	0.507771436097673	1.7588846361213	0	67	COL7A1, MMP2, HTRA1, CD44, ADAMTS1, COL12A1, COL6A3, PHYKPL, ADAMTS4, LAMA5, ADAM15, COL18A1, COL6A2, A2M, TIMP2, CAPN15, CTSK, COL4A2, ADAMTS9, CAPN2, MMP14, COL6A1, COL4A1, BMP1, COL16A1, LAMB1, ADAMTS5, FN1, DCN, CTSL, CAPN5, COL8A1, COL5A1, HSPG2, CAPN10, CAPNS1, LAMC1, FBN1, ADAM10, COL14A1, NID1, COL4A5, COL1A2, COL4A6, COL1A1, PSEN1, LAMC2
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	0.001001001001001	0.0513481752301365	0.489645750091703	1.75785496445558	0	102	RPL3, RPL12, RPL31, RPS8, RPL36A, RPS6, RPL35, RPL35A, RPL10A, RPS19, RPL28, RPL36, RPL34, RPS9, EIF4A3, RPL24, RPL11, RPS17, RPS27A, RPL15, RPL13, RPS11, RPL18A, RPL37, PABPC1, SMG1, RPL17, RPL19, RPL7A, RPS4X, RPS18, UPF3A, FAU, RPL13A, RPL29, RPS5, RPL9, RPL26, RPL23, RPL23A, NCBP1, RPS16, RPS7, RPS15, RPS20, RPS12, RPL7, RPS27, RPL32, RPS21, RPS24, RPL41, MAGOH, RPL14, RPL4, RPS3A, RPS2, RPS25, RPS3, RPL6, UPF1, RPS14, CASC3, RPL22, RNPS1, RPL27A, RPL37A, RPS23, RPL5, RPS13, UBA52, RPL27, RPS10
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.00106044538706257	0.0513481752301365	0.555960637259123	1.75559945298843	0	31	IDUA, VCAN, GUSB, SGSH, BGN, NDST2, GPC3, B3GAT3, B4GALT7, EXT2, XYLT2, HGSNAT, SDC2, SDC3, DCN, HSPG2, AGRN
REACTOME_REGULATED_NECROSIS	0.00103950103950104	0.0513481752301365	0.532442140958566	1.74258458378896	0	39	TNFRSF10B, GSDMD, CASP4, MLKL, FLOT2, FAS, TRAF2, CHMP4A, BIRC3, PELI1, TP53, IRF1, SDCBP, RPS27A, BAX, OGT, TP63, CFLAR
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	0.00230149597238205	0.088298857672121	0.660188256124836	1.72841064608222	1	13	BBC3, TP53, TP53INP1, ATM, BAX, TP63, PRELID1, BNIP3L
